game_id,date,home_team,visitor_team,home_game_number,home_result,home_streak,home_home_streak,home_away_streak,home_offensive_rating,home_defensive_rating,home_ts_percent,home_assist_percent,home_steal_percent,home_rebound_percent,home_turnover_percent,visitor_game_number,visitor_result,visitor_streak,visitor_home_streak,visitor_away_streak,visitor_offensive_rating,visitor_defensive_rating,visitor_ts_percent,visitor_assist_percent,visitor_steal_percent,visitor_rebound_percent,visitor_turnover_percent,home_last_10,visitor_last_10,home_wins_percent,visitor_wins_percent,wins_percent_diff,offensive_rating_diff,defensive_rating_diff,net_rating_diff,home_estimated_points,visitor_estimated_points,estimated_point_diff,ts_percent_diff,turnover_percent_diff,assist_percent_diff,steal_percent_diff,rebound_percent_diff,home_streak_extreme,visitor_streak_extreme,streak_extreme_diff,streak_diff,home_quality,visitor_quality,home_much_better,visitor_much_better,teams_evenly_matched,target
202411250DEN,2024-11-25 14:00:00+00:00,DEN,NYK,18,L,1,-1,2,115.46,113.03,58.4,70.8,8.6,51.2,12.5,19,W,-1,3,-1,121.94,116.72,61.0,62.8,7.2,51.4,11.2,7-3,6-4,0.6,0.5625,0.03749999999999998,-6.480000000000004,3.6899999999999977,-2.7900000000000063,116.09,117.485,-1.394999999999996,-2.6000000000000014,-1.3000000000000007,8.0,1.3999999999999995,-0.19999999999999574,0,0,0,2,Fuerte,Fuerte,0,0,1,0
202411250GSW,2024-11-25 15:00:00+00:00,GSW,BKN,18,L,-1,5,-1,115.89,107.36,57.3,70.0,9.1,51.2,12.4,20,W,1,1,1,114.0,117.43,59.099999999999994,68.1,6.5,47.1,13.4,7-3,4-6,0.75,0.4117647058823529,0.3382352941176471,1.8900000000000006,10.070000000000007,11.960000000000008,116.66,110.68,5.97999999999999,-1.7999999999999972,1.0,1.9000000000000057,2.5999999999999996,4.100000000000001,0,0,0,-2,Muy Fuerte,Débil,1,0,0,0
202411250SAC,2024-11-25 15:00:00+00:00,SAC,OKC,19,L,-3,-2,-2,114.27,112.72,58.8,57.3,7.9,51.2,12.6,18,W,1,1,-2,113.76,103.23,56.599999999999994,59.7,12.3,45.8,10.4,4-6,6-4,0.47058823529411764,0.75,-0.27941176470588236,0.5099999999999909,-9.489999999999995,-8.980000000000004,108.75,113.24000000000001,-4.490000000000009,2.200000000000003,-2.1999999999999993,-2.4000000000000057,-4.4,5.400000000000006,0,0,0,-4,Promedio,Muy Fuerte,0,1,0,0
202411260WAS,2024-11-26 12:00:00+00:00,WAS,CHI,18,L,-11,-4,-7,105.83,120.15,54.6,61.5,7.8,46.7,13.8,20,W,-1,-1,-1,112.78,118.81,59.0,67.6,6.7,48.6,13.7,0-10,4-6,0.13333333333333333,0.3888888888888889,-0.25555555555555554,-6.950000000000003,-1.3400000000000034,-8.290000000000006,112.32,116.465,-4.14500000000001,-4.399999999999999,-0.10000000000000142,-6.099999999999994,1.0999999999999996,-1.8999999999999986,-1,0,-1,-10,Muy Débil,Débil,0,1,0,0
202411260MIA,2024-11-26 12:30:00+00:00,MIA,MIL,15,L,2,2,-1,112.94,112.02,56.10000000000001,64.1,9.8,48.2,11.2,19,W,4,6,-6,113.44,113.18,58.699999999999996,56.7,7.4,49.2,12.6,5-5,7-3,0.5,0.47058823529411764,0.02941176470588236,-0.5,1.1600000000000108,0.6600000000000108,113.06,112.72999999999999,0.3300000000000125,-2.599999999999987,1.4000000000000004,7.3999999999999915,2.4000000000000004,-1.0,0,0,0,-2,Promedio,Promedio,0,0,1,0
202411260MIN,2024-11-26 13:00:00+00:00,MIN,HOU,19,L,-2,1,-2,114.7,112.81,59.5,60.4,8.1,49.4,14.2,21,W,-1,-1,-1,112.66,104.37,53.7,53.8,9.0,53.0,11.0,5-5,7-3,0.5,0.6666666666666666,-0.16666666666666663,2.0400000000000063,-8.439999999999998,-6.3999999999999915,109.535,112.735,-3.200000000000003,5.799999999999997,-3.1999999999999993,6.600000000000001,-0.9000000000000004,-3.6000000000000014,0,0,0,-1,Promedio,Muy Fuerte,0,0,0,0
202411260UTA,2024-11-26 14:00:00+00:00,UTA,SAS,19,L,1,2,-4,109.84,118.87,56.699999999999996,63.3,7.3,51.1,15.8,20,W,3,3,-3,111.77,111.12,57.699999999999996,70.8,7.5,51.0,13.9,4-6,6-4,0.25,0.5294117647058824,-0.27941176470588236,-1.9299999999999926,-7.75,-9.679999999999993,110.48,115.32,-4.839999999999989,-1.0,-1.9000000000000004,-7.5,-0.20000000000000018,0.10000000000000142,0,0,0,-2,Muy Débil,Promedio,0,1,0,0
202411260PHO,2024-11-26 15:00:00+00:00,PHX,LAL,19,W,-5,-3,-3,114.56,117.08,58.3,67.0,7.7,49.6,12.6,19,L,-2,-2,2,117.51,117.72,59.5,64.8,7.7,47.7,11.5,4-6,6-4,0.5625,0.625,-0.0625,-2.950000000000003,0.6400000000000006,-2.3100000000000023,116.14,117.295,-1.1550000000000011,-1.2000000000000028,-1.0999999999999996,2.200000000000003,0.0,1.8999999999999986,0,0,0,-3,Fuerte,Fuerte,0,0,1,1
202411270CHO,2024-11-27 12:00:00+00:00,CHA,MIA,20,L,-2,-1,-7,110.14,115.13,55.1,58.3,7.7,51.7,14.3,16,W,-1,-1,-1,113.32,112.7,56.10000000000001,64.8,9.6,48.2,11.0,4-6,4-6,0.35294117647058826,0.4666666666666667,-0.11372549019607842,-3.1799999999999926,-2.4299999999999926,-5.609999999999985,111.42,114.225,-2.8049999999999926,-1.000000000000007,-3.3000000000000007,-6.5,-1.8999999999999995,3.5,0,0,0,-1,Débil,Promedio,0,0,0,0
202411270CLE,2024-11-27 12:00:00+00:00,CLE,ATL,21,L,2,10,-1,123.56,111.29,63.4,61.6,9.1,50.6,11.8,19,W,-3,-1,-2,111.44,116.52,56.39999999999999,69.4,9.9,49.4,13.4,9-1,4-6,0.9444444444444444,0.3888888888888889,0.5555555555555556,12.120000000000005,5.22999999999999,17.349999999999994,120.03999999999999,111.36500000000001,8.674999999999983,7.000000000000007,1.5999999999999996,-7.800000000000004,-0.8000000000000007,1.2000000000000028,0,0,0,5,Muy Fuerte,Débil,1,0,0,0
202411270IND,2024-11-27 12:00:00+00:00,IND,POR,21,W,2,3,-5,113.44,116.57,58.8,65.8,8.3,47.7,13.2,21,L,-1,3,-1,105.14,113.04,52.5,55.2,9.1,49.2,14.6,4-6,4-6,0.4444444444444444,0.3888888888888889,0.055555555555555525,8.299999999999997,-3.529999999999987,4.77000000000001,113.24000000000001,110.85499999999999,2.3850000000000193,6.299999999999997,1.4000000000000004,10.599999999999994,-0.7999999999999989,-1.5,0,0,0,3,Débil,Débil,0,0,1,1
202411270ORL,2024-11-27 12:00:00+00:00,ORL,CHI,21,W,3,9,2,110.01,105.24,55.400000000000006,64.2,9.5,50.0,13.1,21,L,1,-1,1,113.02,117.81,59.099999999999994,67.3,6.6,48.9,13.5,9-1,5-5,0.631578947368421,0.42105263157894735,0.21052631578947367,-3.009999999999991,12.570000000000007,9.560000000000016,113.91,109.13,4.780000000000001,-3.6999999999999886,0.40000000000000036,-3.0999999999999943,2.9000000000000004,1.1000000000000014,0,0,0,2,Fuerte,Débil,1,0,0,1
202411270PHI,2024-11-27 12:00:00+00:00,PHI,HOU,19,L,-1,-1,-6,106.93,115.59,54.0,58.9,9.4,46.9,13.0,22,W,1,-1,1,112.49,104.35,53.800000000000004,54.6,9.1,52.6,10.9,2-8,8-2,0.1875,0.6842105263157895,-0.4967105263157895,-5.559999999999988,-11.240000000000009,-16.799999999999997,105.64,114.03999999999999,-8.399999999999991,0.19999999999999574,-2.0999999999999996,4.299999999999997,0.3000000000000007,-5.700000000000003,0,0,0,-2,Muy Débil,Muy Fuerte,0,1,0,0
202411270WAS,2024-11-27 12:00:00+00:00,WAS,LAC,19,L,-12,-5,-7,105.46,119.97,54.400000000000006,62.0,7.7,46.7,13.7,22,W,-1,7,-1,111.07,109.62,57.199999999999996,63.0,8.9,53.0,15.0,0-10,6-4,0.125,0.5789473684210527,-0.45394736842105265,-5.609999999999999,-10.349999999999994,-15.959999999999994,107.53999999999999,115.52,-7.980000000000004,-2.79999999999999,1.3000000000000007,-1.0,-1.2000000000000002,-6.299999999999997,-1,0,-1,-11,Muy Débil,Fuerte,0,1,0,0
202411270DAL,2024-11-27 12:30:00+00:00,DAL,NYK,19,W,1,2,1,117.43,111.81,58.099999999999994,57.8,7.9,50.5,11.7,20,L,1,3,1,123.25,116.75,61.7,63.9,7.1,51.7,11.1,5-5,7-3,0.5555555555555556,0.5882352941176471,-0.0326797385620915,-5.819999999999993,4.939999999999998,-0.8799999999999955,117.09,117.53,-0.4399999999999977,-3.6000000000000085,-0.5999999999999996,-6.100000000000001,0.8000000000000007,-1.2000000000000028,0,0,0,0,Fuerte,Fuerte,0,0,1,1
202411270MEM,2024-11-27 13:00:00+00:00,MEM,DET,19,W,3,2,1,116.01,108.63,58.9,67.8,7.7,53.0,14.3,22,L,1,1,-2,110.86,112.44,56.2,61.8,5.7,52.2,14.2,7-3,5-5,0.6111111111111112,0.42105263157894735,0.19005847953216382,5.150000000000006,3.8100000000000023,8.960000000000008,114.225,109.745,4.47999999999999,2.6999999999999957,-0.10000000000000142,6.0,2.0,0.7999999999999972,0,0,0,2,Fuerte,Débil,0,0,0,1
202411270MIN,2024-11-27 13:00:00+00:00,MIN,SAC,20,L,-3,-1,-2,114.06,112.61,59.0,59.8,8.0,49.7,14.2,20,W,-4,-3,-2,114.12,113.85,58.599999999999994,57.3,8.1,50.6,12.6,4-6,3-7,0.47058823529411764,0.4444444444444444,0.02614379084967322,-0.060000000000002274,1.2399999999999949,1.1799999999999926,113.955,113.36500000000001,0.5899999999999892,0.4000000000000057,-1.5999999999999996,2.5,-0.09999999999999964,-0.8999999999999986,0,0,0,1,Promedio,Débil,0,0,1,0
202411270NOP,2024-11-27 13:00:00+00:00,NOP,TOR,21,L,-5,-2,-8,107.51,119.06,53.7,63.2,8.4,49.8,13.6,21,W,-2,2,-12,111.62,117.52,54.900000000000006,66.0,7.9,52.2,13.7,1-9,2-8,0.2222222222222222,0.2222222222222222,0.0,-4.109999999999999,-1.5400000000000063,-5.650000000000006,112.515,115.34,-2.825000000000003,-1.2000000000000028,0.09999999999999964,-2.799999999999997,0.5,-2.4000000000000057,0,0,0,-3,Muy Débil,Muy Débil,0,0,1,0
202411270SAS,2024-11-27 13:30:00+00:00,SAS,LAL,21,L,4,3,1,112.71,111.37,57.9,70.6,7.8,50.9,13.6,20,W,-3,-2,-1,116.44,118.22,59.099999999999994,65.0,7.6,47.7,11.4,7-3,6-4,0.5555555555555556,0.5882352941176471,-0.0326797385620915,-3.730000000000004,6.849999999999994,3.1199999999999903,115.465,113.905,1.5600000000000023,-1.1999999999999957,-2.1999999999999993,5.599999999999994,0.20000000000000018,3.1999999999999957,0,0,0,7,Fuerte,Fuerte,0,0,1,0
202411270PHO,2024-11-27 14:00:00+00:00,PHX,BKN,20,L,1,1,-3,115.24,116.03,58.5,66.6,7.7,49.8,12.3,21,W,2,1,2,114.8,117.59,59.599999999999994,67.4,6.5,47.3,13.3,4-6,4-6,0.5882352941176471,0.4444444444444444,0.14379084967320266,0.4399999999999977,1.5600000000000023,2.0,116.41499999999999,115.41499999999999,1.0,-1.0999999999999943,1.0,-0.8000000000000114,1.2000000000000002,2.5,0,0,0,-1,Fuerte,Débil,0,0,0,0
202411270UTA,2024-11-27 14:00:00+00:00,UTA,DEN,20,L,-1,-1,-4,110.18,119.44,56.99999999999999,62.8,7.2,51.1,16.0,19,W,-1,-2,2,115.58,114.97,58.3,69.9,8.4,50.7,12.4,3-7,6-4,0.23529411764705882,0.5625,-0.3272058823529412,-5.3999999999999915,-4.469999999999999,-9.86999999999999,112.575,117.50999999999999,-4.934999999999988,-1.3000000000000043,-3.5999999999999996,-7.1000000000000085,-1.2000000000000002,0.3999999999999986,0,0,0,0,Muy Débil,Fuerte,0,1,0,0
202411270GSW,2024-11-27 15:00:00+00:00,GSW,OKC,19,L,-2,-1,-1,116.15,108.59,57.4,70.0,9.0,51.2,12.3,19,W,2,1,1,114.9,103.72,57.199999999999996,59.7,12.0,46.6,10.6,6-4,6-4,0.7058823529411765,0.7647058823529411,-0.05882352941176461,1.25,-4.8700000000000045,-3.6200000000000045,109.935,111.745,-1.8100000000000023,0.20000000000000284,-1.700000000000001,10.299999999999997,-3.0,4.600000000000001,0,0,0,-4,Muy Fuerte,Muy Fuerte,0,0,1,0
202411290ATL,2024-11-29 07:30:00+00:00,ATL,CLE,20,W,1,-1,1,112.3,116.56,56.699999999999996,70.2,9.6,49.6,13.3,22,L,-1,-1,-1,123.24,112.16,63.1,62.1,9.2,50.3,11.8,4-6,8-2,0.42105263157894735,0.8947368421052632,-0.4736842105263158,-10.939999999999998,-4.400000000000006,-15.340000000000003,112.22999999999999,119.9,-7.670000000000016,-6.400000000000006,-1.5,8.100000000000001,0.40000000000000036,-0.6999999999999957,0,0,0,2,Débil,Muy Fuerte,0,1,0,1
202411290MEM,2024-11-29 10:00:00+00:00,MEM,NOP,20,W,4,3,1,116.46,108.47,59.3,67.5,7.9,52.9,14.3,22,L,-6,-3,-8,106.57,118.83,53.300000000000004,63.4,8.6,49.7,13.6,7-3,1-9,0.631578947368421,0.21052631578947367,0.42105263157894735,9.89,10.36,20.25,117.645,107.52,10.125,5.999999999999993,-0.7000000000000011,4.100000000000001,-0.6999999999999993,3.1999999999999957,0,-1,1,10,Fuerte,Muy Débil,1,0,0,1
202411290BRK,2024-11-29 12:30:00+00:00,BKN,ORL,22,L,3,1,3,115.36,117.48,59.9,67.7,6.5,47.4,13.2,22,W,4,10,2,110.88,105.68,55.900000000000006,64.2,9.5,50.0,13.0,5-5,9-1,0.47368421052631576,0.65,-0.17631578947368426,4.480000000000004,-11.799999999999997,-7.319999999999993,110.52000000000001,114.18,-3.6599999999999966,3.999999999999993,-0.1999999999999993,3.5,-3.0,-2.6000000000000014,0,0,0,-1,Promedio,Muy Fuerte,0,0,0,0
202411290MIN,2024-11-29 12:30:00+00:00,MIN,LAC,21,W,-4,-2,-2,113.58,112.83,59.099999999999994,60.7,8.1,49.2,14.2,23,L,1,7,1,111.53,108.91,57.4,62.9,9.3,53.0,14.9,3-7,6-4,0.4444444444444444,0.6,-0.15555555555555556,2.049999999999997,-3.9200000000000017,-1.8700000000000045,111.245,112.18,-0.9350000000000023,1.6999999999999957,0.7000000000000011,-2.1999999999999957,-1.200000000000001,-3.799999999999997,0,0,0,-5,Débil,Fuerte,0,0,0,1
202411290CHI,2024-11-29 13:00:00+00:00,CHI,BOS,22,L,-1,-1,-1,113.06,118.29,59.3,67.2,6.7,48.9,13.6,21,W,6,4,6,121.83,111.0,60.4,62.7,7.4,49.6,10.5,4-6,8-2,0.4,0.8333333333333334,-0.43333333333333335,-8.769999999999996,-7.290000000000006,-16.060000000000002,112.03,120.06,-8.030000000000001,-1.1000000000000014,-3.0999999999999996,4.5,-0.7000000000000002,-0.7000000000000028,0,1,-1,-7,Débil,Muy Fuerte,0,1,0,0
202411290IND,2024-11-29 13:00:00+00:00,IND,DET,22,L,3,4,-5,114.35,116.92,58.8,65.4,8.4,48.1,13.1,23,W,-1,1,-3,110.59,113.05,56.3,61.8,5.7,52.1,14.4,5-5,4-6,0.47368421052631576,0.4,0.07368421052631574,3.759999999999991,-3.8700000000000045,-0.11000000000001364,113.69999999999999,113.755,-0.05500000000000682,2.5,1.3000000000000007,3.6000000000000085,2.7,-4.0,0,0,0,4,Promedio,Débil,0,0,1,0
202411290MIA,2024-11-29 13:00:00+00:00,MIA,TOR,17,W,1,-1,1,112.56,111.72,56.3,64.7,9.3,48.3,11.6,22,L,1,2,1,111.78,116.05,55.1,66.8,8.0,52.3,13.7,5-5,3-7,0.5,0.2631578947368421,0.2368421052631579,0.7800000000000011,4.329999999999998,5.109999999999999,114.305,111.75,2.555000000000007,1.1999999999999957,2.0999999999999996,-2.0999999999999943,1.3000000000000007,-4.0,0,0,0,0,Promedio,Muy Débil,1,0,0,1
202411290POR,2024-11-29 15:00:00+00:00,POR,SAC,22,W,-2,3,-2,106.09,113.97,52.900000000000006,56.1,9.0,48.9,14.5,21,L,1,-3,1,114.25,113.41,58.599999999999994,57.5,8.1,51.0,12.7,4-6,4-6,0.3684210526315789,0.47368421052631576,-0.10526315789473684,-8.159999999999997,-0.5600000000000023,-8.719999999999999,109.75,114.11,-4.359999999999999,-5.699999999999989,-1.8000000000000007,-1.3999999999999986,0.9000000000000004,-2.1000000000000014,0,0,0,-3,Débil,Promedio,0,0,0,1
202411290LAL,2024-11-29 15:00:00+00:00,LAL,OKC,21,L,1,-2,1,117.01,117.62,59.3,65.0,7.7,48.1,11.5,20,W,3,1,2,114.28,103.51,56.99999999999999,60.0,11.9,46.5,10.7,7-3,7-3,0.6111111111111112,0.7777777777777778,-0.16666666666666663,2.730000000000004,-14.11,-11.379999999999995,110.26,115.95,-5.689999999999998,2.3000000000000043,-0.8000000000000007,5.0,-4.2,1.6000000000000014,0,0,0,-2,Fuerte,Muy Fuerte,0,0,0,0
202411290CHO,2024-11-29 17:00:00+00:00,CHA,NYK,21,L,-3,-2,-7,109.41,114.35,54.7,58.3,7.9,51.6,14.1,21,W,-1,3,-1,122.94,117.66,61.5,63.1,7.2,51.3,11.0,3-7,6-4,0.3333333333333333,0.5555555555555556,-0.22222222222222227,-13.530000000000001,3.3100000000000023,-10.219999999999999,113.535,118.645,-5.109999999999999,-6.799999999999997,-3.0999999999999996,-4.800000000000004,0.7000000000000002,0.30000000000000426,0,0,0,-2,Muy Débil,Fuerte,0,1,0,0
202411300CHO,2024-11-30 11:00:00+00:00,CHA,ATL,22,L,-4,-3,-7,109.18,113.91,54.50000000000001,58.9,7.9,51.4,14.1,21,W,2,1,1,112.45,115.72,56.99999999999999,70.5,9.6,50.0,13.6,2-8,5-5,0.3157894736842105,0.45,-0.1342105263157895,-3.269999999999996,1.8100000000000023,-1.4599999999999937,112.45,113.18,-0.730000000000004,-2.499999999999986,-0.5,-11.600000000000001,-1.6999999999999993,1.3999999999999986,0,0,0,-6,Muy Débil,Promedio,0,0,0,0
202411300DET,2024-11-30 12:00:00+00:00,DET,PHI,24,L,1,1,1,111.53,112.72,56.99999999999999,62.3,5.9,52.4,14.5,20,W,-2,-2,-6,106.85,115.38,54.0,58.0,9.5,46.8,13.0,5-5,2-8,0.42857142857142855,0.17647058823529413,0.25210084033613445,4.680000000000007,2.6599999999999966,7.340000000000003,113.455,109.785,3.6700000000000017,2.999999999999993,-1.5,4.299999999999997,-3.5999999999999996,5.600000000000001,0,0,0,3,Débil,Muy Débil,1,0,0,0
202411300MIL,2024-11-30 13:00:00+00:00,MIL,WAS,20,W,5,6,1,113.93,113.49,58.9,57.1,7.3,49.3,12.6,20,L,-13,-6,-7,104.87,119.99,54.2,61.9,7.8,46.7,13.9,7-3,0-10,0.5,0.11764705882352941,0.38235294117647056,9.060000000000002,6.5,15.560000000000002,116.96000000000001,109.18,7.780000000000001,4.699999999999996,1.3000000000000007,-4.799999999999997,-0.5,2.5999999999999943,0,-1,1,18,Promedio,Muy Débil,1,0,0,1
202411300PHO,2024-11-30 14:00:00+00:00,PHX,GSW,21,W,-1,-1,-3,115.25,116.55,58.9,66.3,7.7,49.8,12.5,20,L,-3,-2,-1,115.24,108.32,56.8,70.1,8.9,51.3,12.4,3-7,5-5,0.5555555555555556,0.6666666666666666,-0.11111111111111105,0.010000000000005116,-8.230000000000004,-8.219999999999999,111.785,115.895,-4.109999999999999,2.1000000000000014,-0.09999999999999964,-3.799999999999997,-1.2000000000000002,-1.5,0,0,0,2,Fuerte,Muy Fuerte,0,0,0,1
202411300UTA,2024-11-30 14:30:00+00:00,UTA,DAL,21,L,-2,-2,-4,110.22,120.11,56.8,63.0,7.3,51.3,16.0,20,W,2,3,1,118.26,112.12,58.699999999999996,57.7,7.8,50.8,11.7,3-7,6-4,0.2222222222222222,0.5789473684210527,-0.35672514619883045,-8.040000000000006,-7.989999999999995,-16.03,111.17,119.185,-8.015,-1.8999999999999986,-4.300000000000001,5.299999999999997,-0.5,0.5,0,0,0,-4,Muy Débil,Fuerte,0,1,0,0
202412010MEM,2024-12-01 08:30:00+00:00,MEM,IND,21,W,5,4,1,116.48,108.36,59.199999999999996,67.9,8.0,52.9,14.3,23,L,-1,-1,-5,113.95,117.58,58.8,64.9,8.5,47.8,13.2,7-3,4-6,0.65,0.45,0.2,2.530000000000001,9.219999999999999,11.75,117.03,111.155,5.875,0.3999999999999986,-1.1000000000000014,3.0,-0.5,5.100000000000001,0,0,0,6,Muy Fuerte,Promedio,0,0,0,1
202412010BRK,2024-12-01 08:30:00+00:00,BKN,ORL,23,L,-1,-1,3,114.75,117.95,59.9,67.2,6.5,47.3,13.5,23,W,5,10,3,111.64,105.56,56.39999999999999,64.3,9.7,50.2,13.1,5-5,9-1,0.45,0.6666666666666666,-0.21666666666666662,3.1099999999999994,-12.39,-9.280000000000001,110.155,114.795,-4.640000000000001,3.500000000000007,-0.40000000000000036,2.9000000000000057,-3.1999999999999993,-2.9000000000000057,0,0,0,-6,Promedio,Muy Fuerte,0,1,0,0
202412010TOR,2024-12-01 11:00:00+00:00,TOR,MIA,23,W,-1,2,-1,111.91,116.48,55.50000000000001,67.4,7.8,52.5,13.9,18,L,2,1,1,113.27,111.88,56.49999999999999,65.3,9.4,48.0,11.5,3-7,6-4,0.25,0.5294117647058824,-0.27941176470588236,-1.3599999999999994,-4.6000000000000085,-5.960000000000008,111.895,114.875,-2.980000000000004,-0.9999999999999858,-2.4000000000000004,2.1000000000000085,-1.6000000000000005,4.5,0,0,0,-3,Muy Débil,Promedio,0,1,0,1
202412010NYK,2024-12-01 11:00:00+00:00,NYK,NOP,22,W,1,3,1,122.05,116.99,61.199999999999996,62.7,7.2,51.4,11.4,23,L,-7,-3,-9,106.55,118.73,53.300000000000004,62.3,8.6,49.6,13.6,7-3,1-9,0.5789473684210527,0.2,0.37894736842105264,15.5,1.740000000000009,17.24000000000001,120.39,111.77,8.620000000000005,7.8999999999999915,2.1999999999999993,0.4000000000000057,-1.3999999999999995,1.7999999999999972,0,-1,1,8,Fuerte,Muy Débil,1,0,0,1
202412010CLE,2024-12-01 11:00:00+00:00,CLE,BOS,23,W,-2,-1,-2,122.06,112.33,62.5,61.7,9.2,50.0,11.8,22,L,7,4,7,122.45,111.74,60.5,62.0,7.3,49.8,10.3,7-3,9-1,0.85,0.8421052631578947,0.007894736842105288,-0.39000000000000057,-0.5900000000000034,-0.980000000000004,116.9,117.39,-0.4899999999999949,2.0,-1.5,-0.29999999999999716,1.8999999999999995,0.20000000000000284,0,1,-1,-9,Muy Fuerte,Muy Fuerte,0,0,1,1
202412010HOU,2024-12-01 12:00:00+00:00,HOU,OKC,23,W,2,-1,2,112.47,104.41,54.0,54.8,9.1,52.7,11.2,21,L,4,1,3,114.07,103.41,56.699999999999996,59.7,11.9,46.7,10.7,8-2,7-3,0.7,0.7894736842105263,-0.08947368421052637,-1.5999999999999943,-1.0,-2.5999999999999943,107.94,109.24,-1.2999999999999972,-2.6999999999999957,-0.5,-4.900000000000006,-2.8000000000000007,6.0,0,0,0,-2,Muy Fuerte,Muy Fuerte,0,0,1,1
202412010UTA,2024-12-01 13:00:00+00:00,UTA,LAL,22,L,-3,-3,-4,109.54,119.56,56.10000000000001,62.8,7.4,51.4,15.8,22,W,-1,-3,1,116.21,117.24,59.099999999999994,65.5,7.5,48.2,11.8,2-8,6-4,0.21052631578947367,0.5789473684210527,-0.368421052631579,-6.6699999999999875,-2.3200000000000074,-8.989999999999995,113.39,117.88499999999999,-4.49499999999999,-2.999999999999986,-4.0,-2.700000000000003,-0.09999999999999964,3.1999999999999957,0,0,0,-2,Muy Débil,Fuerte,0,1,0,0
202412010SAC,2024-12-01 14:00:00+00:00,SAC,SAS,22,L,-1,-3,-1,113.96,113.61,58.599999999999994,58.8,8.0,51.0,12.9,22,W,-1,-1,1,112.43,112.17,57.699999999999996,70.6,7.7,50.6,13.7,3-7,6-4,0.45,0.5263157894736842,-0.07631578947368417,1.529999999999987,-1.4399999999999977,0.0899999999999892,113.065,113.02000000000001,0.044999999999987494,0.8999999999999986,0.7999999999999989,-11.799999999999997,0.2999999999999998,0.3999999999999986,0,0,0,0,Promedio,Promedio,0,0,1,0
202412010POR,2024-12-01 14:00:00+00:00,POR,DAL,23,L,1,4,-2,106.67,113.7,53.2,56.2,9.0,48.9,14.4,21,W,3,3,2,117.83,111.38,58.5,58.5,8.1,50.7,11.8,5-5,7-3,0.4,0.6,-0.19999999999999996,-11.159999999999997,-2.3200000000000074,-13.480000000000004,109.025,115.765,-6.739999999999995,-5.299999999999997,-2.5999999999999996,-2.299999999999997,0.9000000000000004,-1.8000000000000043,0,0,0,-2,Débil,Fuerte,0,0,0,0
202412010LAC,2024-12-01 15:00:00+00:00,LAC,DEN,24,W,-1,7,-1,110.89,108.44,57.099999999999994,62.5,9.8,52.6,14.9,20,L,1,-2,3,116.51,114.74,58.699999999999996,69.6,8.5,50.4,12.3,6-4,6-4,0.5714285714285714,0.5882352941176471,-0.01680672268907568,-5.6200000000000045,6.299999999999997,0.6799999999999926,112.815,112.475,0.3400000000000034,-1.6000000000000014,-2.5999999999999996,-7.099999999999994,1.3000000000000007,2.200000000000003,0,0,0,-2,Fuerte,Fuerte,0,0,1,1
202412020BOS,2024-12-02 12:30:00+00:00,BOS,MIA,23,W,-1,4,-1,121.81,111.83,60.199999999999996,61.1,7.5,49.9,10.3,19,L,-1,1,-1,113.36,112.2,56.599999999999994,65.2,9.5,48.0,11.5,8-2,6-4,0.8,0.5,0.30000000000000004,8.450000000000003,0.37000000000000455,8.820000000000007,117.005,112.595,4.409999999999997,3.6000000000000014,1.1999999999999993,-4.100000000000001,-2.0,1.8999999999999986,0,0,0,0,Muy Fuerte,Promedio,1,0,0,1
202412020ATL,2024-12-02 12:30:00+00:00,ATL,NOP,22,W,3,1,2,112.42,115.38,57.099999999999994,70.5,9.6,50.1,13.9,24,L,-8,-3,-10,105.55,118.73,52.7,62.1,8.9,49.2,13.5,6-4,1-9,0.47619047619047616,0.19047619047619047,0.2857142857142857,6.8700000000000045,3.3500000000000085,10.220000000000013,115.575,110.465,5.109999999999999,4.3999999999999915,-0.40000000000000036,8.399999999999999,0.6999999999999993,0.8999999999999986,0,-1,1,11,Promedio,Muy Débil,1,0,0,1
202412020MIN,2024-12-02 13:00:00+00:00,MIN,LAL,22,W,1,1,-2,112.82,112.05,58.9,61.8,8.2,49.6,14.6,23,L,1,-3,2,116.11,117.05,58.8,65.2,7.5,48.2,11.4,3-7,6-4,0.47368421052631576,0.6,-0.12631578947368421,-3.2900000000000063,5.0,1.7099999999999937,114.935,114.08,0.855000000000004,0.10000000000000142,-3.1999999999999993,-3.4000000000000057,0.6999999999999993,1.3999999999999986,0,0,0,0,Promedio,Fuerte,0,0,0,1
202412020CHI,2024-12-02 13:00:00+00:00,CHI,BKN,23,W,-2,-2,-1,113.63,119.02,59.599999999999994,66.7,6.7,48.7,13.3,24,L,-2,-2,3,113.83,117.27,59.4,67.0,6.7,46.9,13.6,4-6,4-6,0.38095238095238093,0.42857142857142855,-0.047619047619047616,-0.20000000000000284,-1.75,-1.9500000000000028,115.44999999999999,116.425,-0.9750000000000085,0.19999999999999574,0.29999999999999893,-0.29999999999999716,0.0,1.8000000000000043,0,0,0,0,Débil,Débil,0,0,1,1
