game_number,game_id,opponent,result,streak,offensive_rating,defensive_rating,ts_percent,assist_percent,steal_percent,rebound_percent,turnover_percent
70,202503190UTA,UTA,L,2L,106.96,118.56,0.547,64.4,7.5,48.0,13.8
71,202503210WAS,ORL,L,3L,107.03,118.69,0.548,64.5,7.6,47.9,13.8
72,202503220NYK,NYK,L,4L,106.99,118.71,0.548,64.5,7.7,47.9,13.8
73,202503240WAS,TOR,L,5L,106.89,118.71,0.547,64.3,7.7,47.8,13.8
74,202503260PHI,PHI,W,1W,106.77,118.52,0.547,64.4,7.7,47.8,13.8
75,202503270WAS,IND,L,1L,107.01,118.53,0.547,64.4,7.6,47.8,13.8
76,202503290WAS,BKN,L,2L,107.05,119.14,0.548,64.2,7.6,47.7,13.8
77,202503310WAS,MIA,L,3L,107.18,119.15,0.548,64.1,7.6,47.7,13.6
78,202504020WAS,SAC,W,1W,106.93,119.07,0.547,64.1,7.7,47.5,13.7
79,202504030WAS,ORL,L,1L,107.09,119.0,0.548,64.0,7.6,47.5,13.7
80,202504060BOS,BOS,L,2L,107.08,119.01,0.548,63.7,7.6,47.5,13.7
81,202504080IND,IND,L,3L,107.04,119.32,0.548,63.6,7.6,47.3,13.6
82,202504090WAS,PHI,L,4L,106.98,119.18,0.547,63.4,7.5,47.4,13.6
83,202504110CHI,CHI,L,5L,106.9,119.18,0.547,63.5,7.5,47.3,13.6
84,202504130MIA,MIA,W,1W,106.66,119.15,0.546,63.6,7.5,47.3,13.6
