game_number,game_id,opponent,result,streak,offensive_rating,defensive_rating,ts_percent,assist_percent,steal_percent,rebound_percent,turnover_percent
70,202503180CHO,ATL,L,2L,107.78,115.59,0.537,63.1,7.9,50.2,13.5
71,202503200CHO,NYK,W,1W,107.72,115.9,0.537,63.1,7.9,50.1,13.5
72,202503210OKC,OKC,L,1L,107.93,115.73,0.538,63.1,7.8,50.2,13.5
73,202503230MIA,MIA,L,2L,107.98,116.19,0.539,63.3,7.8,50.1,13.5
74,202503250CHO,ORL,L,3L,108.01,116.35,0.539,63.2,7.8,50.2,13.6
75,202503280TOR,TOR,L,4L,108.03,116.36,0.539,63.3,7.7,50.1,13.5
76,202503300NOP,NOP,L,5L,107.88,116.25,0.538,63.5,7.7,50.2,13.5
77,202503310CHO,UTA,W,1W,107.68,115.99,0.537,63.5,7.8,50.1,13.5
78,202504020IND,IND,L,1L,107.8,115.95,0.539,63.6,7.7,50.1,13.6
79,202504040CHO,SAC,L,2L,107.87,116.11,0.54,63.4,7.7,50.2,13.6
80,202504060CHO,CHI,L,3L,107.84,116.28,0.539,63.3,7.6,50.2,13.6
81,202504080CHO,MEM,L,4L,107.93,116.44,0.54,63.3,7.6,50.2,13.6
82,202504090TOR,TOR,L,5L,107.83,116.54,0.54,63.2,7.5,50.1,13.6
83,202504110BOS,BOS,L,6L,107.68,116.64,0.54,63.2,7.5,50.0,13.6
84,202504130BOS,BOS,L,7L,107.51,116.81,0.539,63.3,7.5,50.0,13.7
