game_number,game_id,opponent,result,streak,offensive_rating,defensive_rating,ts_percent,assist_percent,steal_percent,rebound_percent,turnover_percent
74,202503250SAC,SAC,W,7W,119.59,107.15,0.589,60.1,10.5,49.8,10.4
75,202503270OKC,MEM,W,8W,119.6,107.11,0.59,60.3,10.4,49.9,10.5
76,202503290OKC,IND,W,9W,119.62,107.03,0.59,60.3,10.4,50.0,10.5
77,202503310OKC,CHI,W,10W,119.74,107.04,0.591,60.2,10.4,50.0,10.5
78,202504020OKC,DET,W,11W,119.88,107.02,0.592,60.4,10.4,50.0,10.5
79,202504040HOU,HOU,L,1L,119.83,106.93,0.591,60.4,10.4,50.0,10.5
80,202504060OKC,LAL,L,2L,119.71,107.15,0.591,60.4,10.3,49.9,10.5
81,202504080OKC,LAL,W,1W,119.52,107.48,0.59,60.2,10.3,49.8,10.5
82,202504090PHO,PHX,W,2W,119.71,107.62,0.59,60.1,10.3,49.8,10.4
83,202504110UTA,UTA,W,3W,119.78,107.68,0.591,60.0,10.3,49.9,10.4
84,202504130NOP,NOP,W,4W,119.96,107.63,0.592,60.2,10.3,49.8,10.4
