game_number,game_id,opponent,result,streak,offensive_rating,defensive_rating,ts_percent,assist_percent,steal_percent,rebound_percent,turnover_percent
70,202503150HOU,CHI,W,6W,114.24,109.9,0.548,54.4,8.5,53.1,11.9
71,202503170HOU,PHI,W,7W,114.22,109.91,0.548,54.4,8.4,53.2,11.9
72,202503190ORL,ORL,W,8W,114.5,110.16,0.549,54.6,8.4,53.3,11.9
73,202503210MIA,MIA,W,9W,114.59,110.19,0.55,54.5,8.4,53.3,11.9
74,202503230HOU,DEN,L,1L,114.51,110.11,0.55,54.2,8.5,53.4,12.0
75,202503250HOU,ATL,W,1W,114.58,110.32,0.549,54.3,8.5,53.3,11.9
76,202503270UTA,UTA,W,2W,114.65,110.35,0.55,54.2,8.5,53.4,11.9
77,202503300PHO,PHX,W,3W,114.78,110.38,0.55,54.2,8.5,53.5,11.9
78,202503310LAL,LAL,L,1L,115.17,110.33,0.551,54.3,8.5,53.5,11.8
79,202504020HOU,UTA,W,1W,114.97,110.28,0.551,54.5,8.5,53.5,11.8
80,202504040HOU,OKC,W,2W,115.3,110.18,0.552,54.5,8.4,53.6,11.8
81,202504060GSW,GSW,W,3W,115.41,110.18,0.553,54.5,8.5,53.6,11.8
82,202504090LAC,LAC,L,1L,115.33,110.04,0.552,54.6,8.5,53.6,11.8
83,202504110LAL,LAL,L,2L,115.39,110.38,0.553,54.5,8.5,53.5,11.8
84,202504130HOU,DEN,L,3L,115.24,110.65,0.554,54.5,8.5,53.4,11.9
