game_number,game_id,opponent,result,streak,offensive_rating,defensive_rating,ts_percent,assist_percent,steal_percent,rebound_percent,turnover_percent
72,202503190PHO,CHI,W,2W,116.61,117.95,0.601,68.1,7.3,49.2,12.9
73,202503210PHO,CLE,W,3W,116.76,118.0,0.601,68.1,7.3,49.2,12.8
74,202503240PHO,MIL,W,4W,116.95,118.01,0.601,68.2,7.3,49.3,12.8
75,202503260PHO,BOS,L,1L,116.98,117.99,0.601,68.1,7.2,49.4,12.9
76,202503280MIN,MIN,L,2L,116.83,118.26,0.6,68.0,7.2,49.3,12.9
77,202503300PHO,HOU,L,3L,116.85,118.47,0.601,68.0,7.2,49.3,12.9
78,202504010MIL,MIL,L,4L,116.7,118.81,0.601,67.9,7.2,49.2,13.0
79,202504040BOS,BOS,L,5L,116.85,119.07,0.601,67.8,7.2,49.3,12.9
80,202504060NYK,NYK,L,6L,116.79,119.26,0.6,67.7,7.2,49.2,12.9
81,202504080PHO,GSW,L,7L,116.65,119.28,0.598,67.4,7.3,49.2,12.8
82,202504090PHO,OKC,L,8L,116.38,119.46,0.597,67.4,7.4,49.1,12.9
83,202504110PHO,SAS,W,1W,116.33,119.54,0.597,67.5,7.4,49.0,12.9
84,202504130SAC,SAC,L,1L,116.35,119.28,0.597,67.4,7.4,49.1,12.9
