game_number,game_id,opponent,result,streak,offensive_rating,defensive_rating,ts_percent,assist_percent,steal_percent,rebound_percent,turnover_percent
73,202503250NYK,DAL,W,2W,118.56,114.42,0.59,62.5,8.2,50.5,11.8
74,202503260NYK,LAC,L,1L,118.64,114.35,0.591,62.6,8.2,50.5,11.8
75,202503280MIL,MIL,W,1W,118.7,114.67,0.591,62.9,8.2,50.5,11.8
76,202503300NYK,POR,W,2W,118.78,114.67,0.591,62.9,8.2,50.6,11.7
77,202504010NYK,PHI,W,3W,118.77,114.47,0.591,62.9,8.3,50.6,11.8
78,202504020CLE,CLE,L,1L,118.65,114.21,0.591,62.9,8.3,50.6,11.8
79,202504050ATL,ATL,W,1W,118.55,114.43,0.59,62.9,8.3,50.6,11.9
80,202504060NYK,PHX,W,2W,118.62,114.34,0.591,63.0,8.3,50.5,11.9
81,202504080NYK,BOS,L,1L,118.65,114.24,0.592,63.0,8.3,50.6,11.9
82,202504100DET,DET,L,2L,118.64,114.3,0.591,63.0,8.3,50.7,11.9
83,202504110NYK,CLE,L,3L,118.54,114.38,0.591,63.2,8.3,50.7,11.9
84,202504130BRK,BKN,W,1W,118.44,114.41,0.59,63.1,8.3,50.6,11.9
