game_id,date,home_team,visitor_team,home_game_number,home_result,home_streak,home_offensive_rating,home_defensive_rating,home_ts_percent,home_assist_percent,home_steal_percent,home_rebound_percent,home_turnover_percent,visitor_game_number,visitor_result,visitor_streak,visitor_offensive_rating,visitor_defensive_rating,visitor_ts_percent,visitor_assist_percent,visitor_steal_percent,visitor_rebound_percent,visitor_turnover_percent
202411080OKC,2024-11-08T13:00:00Z,OKC,HOU,10,W,1W,110.96,96.36,0.562,60.3,12.9,47.7,11.2,11,L,1L,115.9,108.86,0.539,52.9,7.8,51.0,10.0
202411080DEN,2024-11-08T14:00:00Z,DEN,MIA,11,W,4W,115.53,114.0,0.568,70.4,9.2,52.2,12.0,8,L,3L,113.19,112.84,0.552,67.2,9.0,48.4,10.6
202411080MIN,2024-11-08T14:00:00Z,MIN,POR,11,W,3W,117.65,113.88,0.615,64.4,6.4,49.8,14.3,12,L,2L,109.37,114.73,0.537,55.4,8.4,49.5,13.0
202411080LAL,2024-11-08T15:00:00Z,LAL,PHI,11,W,1W,114.46,118.38,0.581,65.2,7.4,49.1,11.7,10,L,5L,109.3,118.24,0.549,53.2,9.0,46.6,13.2
202411080SAC,2024-11-08T15:00:00Z,SAC,LAC,10,L,1L,117.42,111.56,0.595,59.1,8.9,50.9,11.8,11,W,3W,112.01,110.31,0.573,65.7,9.0,52.2,15.2
202411090SAS,2024-11-09T10:00:00Z,SAS,UTA,12,L,1L,109.6,111.73,0.567,65.6,8.2,52.6,15.0,11,W,1W,103.29,118.86,0.538,66.7,6.2,49.8,16.8
202411090ATL,2024-11-09T12:30:00Z,ATL,CHI,11,L,2L,113.44,118.01,0.578,67.0,10.0,48.8,13.5,11,W,1W,109.31,116.38,0.566,68.8,6.4,49.4,13.5
202411090CLE,2024-11-09T12:30:00Z,CLE,BKN,13,W,11W,123.18,110.18,0.637,62.4,9.1,50.6,11.8,12,L,2L,112.62,113.29,0.577,65.1,7.9,48.4,13.0
202411090LAC,2024-11-09T15:30:00Z,LAC,TOR,12,W,4W,111.84,109.3,0.575,64.6,8.8,52.8,15.6,12,L,3L,114.42,121.2,0.565,68.6,8.6,51.4,13.9
202411100DET,2024-11-10T08:00:00Z,DET,HOU,13,L,1L,109.82,112.3,0.57,59.8,5.2,53.7,15.4,12,W,1W,114.7,110.51,0.537,52.5,7.7,51.3,10.5
202411100MIL,2024-11-10T08:30:00Z,MIL,BOS,11,L,2L,111.81,116.71,0.579,53.4,6.2,49.3,12.7,13,W,2W,120.53,109.43,0.594,56.5,8.1,49.9,10.4
202411100IND,2024-11-10T10:00:00Z,IND,NYK,12,W,1W,113.11,117.48,0.587,66.5,7.5,47.3,13.1,11,L,1L,120.05,115.12,0.597,61.3,7.4,50.5,11.4
202411100ORL,2024-11-10T11:00:00Z,ORL,WAS,12,W,2W,107.45,107.96,0.549,65.3,8.9,50.2,13.5,10,L,4L,107.23,118.36,0.545,65.8,8.4,46.4,12.6
202411100MIN,2024-11-10T12:00:00Z,MIN,MIA,12,L,1L,117.9,111.92,0.615,64.8,6.7,50.6,14.6,9,W,1W,114.12,115.44,0.559,67.8,9.2,48.1,10.8
202411100OKC,2024-11-10T12:00:00Z,OKC,GSW,11,L,1L,112.38,97.33,0.57,59.4,12.5,47.5,11.0,11,W,1W,119.17,107.28,0.586,66.8,9.6,51.0,11.8
202411100PHI,2024-11-10T12:00:00Z,PHI,CHA,11,W,1W,109.17,118.28,0.543,55.6,8.7,47.0,12.4,12,L,1L,111.78,114.94,0.557,56.2,7.2,51.6,13.7
202411100DEN,2024-11-10T13:00:00Z,DEN,DAL,12,W,5W,117.53,114.74,0.588,70.8,8.8,52.4,12.5,10,L,2L,115.29,110.81,0.57,59.5,7.9,48.8,10.6
202411100PHO,2024-11-10T13:00:00Z,PHX,SAC,12,L,1L,116.48,113.09,0.607,68.0,7.1,49.4,12.8,11,W,1W,115.62,111.44,0.59,58.3,8.6,49.9,12.0
202411100POR,2024-11-10T14:00:00Z,POR,MEM,13,L,3L,108.06,115.25,0.534,53.2,8.6,48.9,13.2,11,W,3W,116.11,110.61,0.589,67.9,7.2,53.1,14.2
202411100LAL,2024-11-10T14:30:00Z,LAL,TOR,12,W,2W,114.91,117.26,0.587,65.0,6.7,49.3,11.8,13,L,4L,113.56,119.86,0.558,68.3,8.6,51.1,13.3
202411110CHI,2024-11-11T13:00:00Z,CHI,CLE,12,L,1L,110.44,115.64,0.571,68.5,6.9,50.0,13.6,14,W,12W,122.34,110.02,0.637,62.2,9.4,50.3,12.2
202411110HOU,2024-11-11T13:00:00Z,HOU,WAS,13,W,2W,113.61,109.64,0.532,52.2,8.0,51.5,10.5,11,L,5L,106.45,119.83,0.547,65.2,7.9,46.3,13.1
202411110NOP,2024-11-11T13:00:00Z,NOP,BKN,13,L,5L,109.13,120.09,0.548,61.0,8.5,48.5,13.3,13,W,1W,112.2,113.35,0.579,64.7,7.6,48.8,13.6
202411110OKC,2024-11-11T13:00:00Z,OKC,LAC,12,W,1W,112.93,100.51,0.568,59.4,11.6,47.5,10.9,13,L,1L,111.44,108.95,0.575,63.3,8.5,52.7,15.4
202411110SAS,2024-11-11T13:00:00Z,SAS,SAC,13,W,1W,109.18,111.19,0.569,66.6,8.1,51.8,15.3,12,L,1L,115.14,110.6,0.589,57.1,8.3,50.4,12.0
202411120BOS,2024-11-12T12:00:00Z,BOS,ATL,14,L,1L,120.08,109.44,0.593,58.4,7.8,50.0,10.4,12,W,1W,113.04,118.25,0.576,67.8,9.8,48.5,13.4
202411120DET,2024-11-12T12:00:00Z,DET,MIA,14,W,1W,109.09,111.53,0.566,59.7,5.3,53.0,15.5,10,L,1L,112.13,113.19,0.558,66.1,9.8,48.1,11.9
202411120ORL,2024-11-12T12:00:00Z,ORL,CHA,13,W,3W,109.51,107.33,0.553,64.9,8.7,50.6,13.2,13,L,2L,110.57,113.61,0.551,56.7,7.5,52.0,14.0
202411120PHI,2024-11-12T12:30:00Z,PHI,NYK,12,L,1L,108.33,116.21,0.545,56.2,8.6,46.7,12.7,12,W,1W,120.13,116.98,0.602,60.0,7.2,50.9,11.6
202411120MIL,2024-11-12T13:00:00Z,MIL,TOR,12,W,1W,111.58,116.6,0.581,53.5,6.5,49.3,12.7,14,L,5L,113.49,121.21,0.559,68.4,8.0,51.4,13.6
202411120UTA,2024-11-12T14:00:00Z,UTA,PHX,12,L,1L,103.62,117.37,0.541,66.0,6.9,50.4,16.7,13,W,1W,115.13,112.86,0.599,68.0,7.3,49.0,12.5
202411120GSW,2024-11-12T15:00:00Z,GSW,DAL,12,W,2W,120.16,108.34,0.592,67.9,9.4,51.1,12.0,11,L,3L,116.21,112.39,0.574,59.6,7.8,48.8,10.5
202411120POR,2024-11-12T15:00:00Z,POR,MIN,14,W,1W,105.56,115.81,0.522,53.2,8.6,48.6,13.6,13,L,2L,115.63,110.35,0.604,64.6,7.3,50.8,14.9
202411130ORL,2024-11-13T12:00:00Z,ORL,IND,14,W,4W,109.68,105.64,0.554,64.3,8.9,50.3,12.9,13,L,1L,114.98,117.81,0.595,65.9,7.3,47.1,12.7
202411130BRK,2024-11-13T12:30:00Z,BKN,BOS,14,L,1L,112.49,113.34,0.579,64.9,7.3,49.0,13.8,15,W,1W,119.88,110.21,0.599,59.7,7.8,49.4,11.1
202411130NYK,2024-11-13T12:30:00Z,NYK,CHI,13,L,1L,119.37,115.32,0.6,61.1,7.3,51.2,11.8,13,W,1W,110.29,115.55,0.573,67.7,6.9,50.3,14.1
202411130OKC,2024-11-13T12:30:00Z,OKC,NOP,13,W,2W,114.85,103.01,0.576,60.0,12.0,46.6,10.8,14,L,6L,109.5,119.66,0.546,62.2,9.0,48.6,13.0
202411130PHI,2024-11-13T12:30:00Z,PHI,CLE,13,L,2L,107.54,115.84,0.543,56.7,8.7,46.6,12.8,15,W,13W,121.69,109.92,0.63,62.1,9.8,50.0,11.9
202411130HOU,2024-11-13T13:00:00Z,HOU,LAC,14,W,3W,112.95,107.98,0.534,50.4,8.3,52.6,11.1,14,L,2L,112.95,111.23,0.586,63.9,8.2,53.5,15.8
202411130MIL,2024-11-13T13:00:00Z,MIL,DET,13,W,2W,110.55,113.83,0.573,54.6,7.4,49.0,12.8,15,L,1L,109.75,111.83,0.568,60.9,5.1,53.3,15.4
202411130SAS,2024-11-13T13:00:00Z,SAS,WAS,14,W,2W,110.32,110.24,0.577,67.1,7.8,52.0,15.4,12,L,6L,104.78,118.32,0.541,64.4,8.6,45.3,13.5
202411130LAL,2024-11-13T15:00:00Z,LAL,MEM,13,W,3W,116.89,116.81,0.591,65.4,7.0,48.9,11.1,12,L,1L,116.59,107.88,0.598,67.9,7.8,53.2,14.7
202411130POR,2024-11-13T15:00:00Z,POR,MIN,15,W,2W,106.93,115.16,0.533,54.5,9.0,49.1,13.9,14,L,3L,114.94,111.41,0.608,64.1,7.8,50.2,15.5
202411130SAC,2024-11-13T15:00:00Z,SAC,PHX,13,W,1W,113.83,111.61,0.581,56.1,8.6,49.9,11.8,14,L,1L,116.32,113.47,0.602,66.3,7.2,49.3,12.2
202411140UTA,2024-11-14T14:00:00Z,UTA,DAL,13,W,1W,105.22,118.45,0.546,66.5,7.0,50.2,16.2,12,L,4L,116.18,112.97,0.578,59.6,7.6,48.4,11.0
202411150IND,2024-11-15T12:00:00Z,IND,MIA,14,L,2L,113.07,116.02,0.586,66.2,7.6,46.9,12.9,11,W,1W,112.43,113.57,0.559,64.8,10.1,47.6,11.7
202411150ORL,2024-11-15T12:00:00Z,ORL,PHI,15,W,5W,108.79,104.75,0.551,65.3,8.9,50.6,13.2,14,L,3L,108.02,116.34,0.544,56.9,8.7,46.9,12.6
202411150TOR,2024-11-15T12:00:00Z,TOR,DET,15,L,6L,111.21,119.46,0.549,68.3,8.2,51.6,14.1,16,W,1W,109.98,112.39,0.568,61.1,5.2,53.0,15.2
202411150ATL,2024-11-15T12:30:00Z,ATL,WAS,13,W,2W,113.51,118.2,0.574,67.9,10.4,49.1,13.4,13,L,7L,106.66,119.7,0.551,63.5,8.2,45.9,13.7
202411150CLE,2024-11-15T12:30:00Z,CLE,CHI,16,W,14W,121.66,110.14,0.629,61.9,9.7,50.0,11.8,14,L,1L,111.04,115.78,0.581,68.0,7.1,50.3,14.2
202411150NYK,2024-11-15T12:30:00Z,NYK,BKN,14,W,1W,119.27,115.68,0.6,61.4,7.2,51.1,11.9,15,L,2L,112.93,115.87,0.585,64.9,7.0,48.5,13.7
202411150SAS,2024-11-15T12:30:00Z,SAS,LAL,15,L,1L,112.13,111.35,0.584,68.1,7.8,51.8,14.8,14,W,4W,117.33,116.82,0.596,66.0,7.0,49.0,11.5
202411150HOU,2024-11-15T13:00:00Z,HOU,LAC,15,W,4W,112.83,107.62,0.533,51.8,8.3,53.1,11.2,15,L,3L,112.17,111.26,0.579,64.5,8.4,52.5,15.4
202411150NOP,2024-11-15T13:00:00Z,NOP,DEN,15,W,1W,108.22,119.13,0.54,62.1,8.5,50.0,13.7,13,L,1L,118.44,115.72,0.59,71.5,8.5,52.3,12.2
202411150OKC,2024-11-15T13:00:00Z,OKC,PHX,14,W,3W,114.72,102.27,0.575,59.3,12.5,45.6,10.5,15,L,2L,115.69,115.09,0.592,66.1,7.7,49.1,11.9
202411150GSW,2024-11-15T15:00:00Z,GSW,MEM,13,W,3W,120.04,109.03,0.589,67.6,9.8,51.6,11.9,13,L,2L,116.62,109.03,0.597,67.8,8.0,52.9,14.4
202411150SAC,2024-11-15T15:00:00Z,SAC,MIN,14,L,1L,115.42,111.38,0.595,57.7,8.5,50.2,12.2,15,W,1W,113.56,110.99,0.597,62.4,8.2,49.9,15.2
202411160CHO,2024-11-16T08:00:00Z,CHA,MIL,14,W,1W,108.44,113.43,0.546,57.4,7.4,52.1,14.5,14,L,1L,111.27,113.73,0.576,54.9,7.6,49.2,12.6
202411160BOS,2024-11-16T13:00:00Z,BOS,TOR,16,W,2W,121.72,110.79,0.604,60.5,7.7,50.0,10.8,16,L,7L,109.89,117.82,0.541,67.7,8.1,51.3,13.9
202411160NOP,2024-11-16T13:00:00Z,NOP,LAL,16,L,1L,108.32,117.82,0.539,61.7,8.2,50.7,13.7,15,W,5W,117.97,117.07,0.597,65.6,7.3,49.1,11.4
202411160DAL,2024-11-16T13:30:00Z,DAL,SAS,13,W,1W,116.47,113.72,0.58,59.4,8.0,47.9,11.3,16,L,2L,112.72,112.41,0.585,68.6,7.6,51.6,14.6
202411160SAC,2024-11-16T15:00:00Z,SAC,UTA,15,W,1W,115.75,112.31,0.595,56.7,8.3,50.6,12.1,14,L,1L,106.74,118.56,0.552,65.8,7.4,50.8,16.3
202411170MIN,2024-11-17T08:30:00Z,MIN,PHX,16,W,2W,114.32,111.66,0.597,61.8,8.2,49.5,14.7,16,L,3L,113.51,114.25,0.58,67.0,7.6,49.1,12.2
202411170IND,2024-11-17T10:00:00Z,IND,MIA,15,W,1W,112.78,116.56,0.588,65.9,7.7,47.3,13.4,12,L,1L,113.35,113.21,0.566,64.4,10.6,47.6,11.5
202411170CLE,2024-11-17T11:00:00Z,CLE,CHA,17,W,15W,122.31,110.44,0.634,62.1,9.7,50.2,11.7,15,L,1L,109.5,113.99,0.548,57.7,7.4,52.5,14.0
202411170MEM,2024-11-17T11:00:00Z,MEM,DEN,14,W,1W,115.82,109.16,0.59,66.6,7.9,52.6,14.2,14,L,2L,116.95,115.16,0.583,71.4,8.7,51.2,11.8
202411170POR,2024-11-17T11:00:00Z,POR,ATL,16,W,3W,106.89,113.87,0.536,53.8,9.1,49.4,14.2,14,L,1L,113.62,117.13,0.575,67.4,10.2,49.3,13.3
202411170WAS,2024-11-17T11:00:00Z,WAS,DET,14,L,8L,106.45,119.27,0.547,63.6,8.4,46.1,13.6,17,W,2W,109.13,111.09,0.561,61.1,5.4,52.9,15.0
202411170CHI,2024-11-17T12:00:00Z,CHI,HOU,15,L,2L,111.3,116.93,0.586,68.2,7.1,50.1,14.3,16,W,5W,113.43,107.05,0.539,53.0,8.5,52.7,11.1
202411170NYK,2024-11-17T12:00:00Z,NYK,BKN,15,W,2W,119.91,116.44,0.604,61.0,7.2,51.5,11.9,16,L,3L,113.85,116.72,0.587,65.3,7.1,48.2,13.3
202411170OKC,2024-11-17T12:00:00Z,OKC,DAL,15,L,1L,113.9,101.12,0.569,59.2,12.0,46.1,10.4,14,W,2W,116.11,112.23,0.577,59.4,8.1,48.4,11.5
202411170LAC,2024-11-17T14:00:00Z,LAC,UTA,16,W,1W,111.25,111.98,0.572,62.3,8.2,52.5,15.2,15,L,2L,108.11,119.3,0.558,63.9,7.7,50.6,16.2
202411180DET,2024-11-18T12:00:00Z,DET,CHI,18,L,1L,110.08,110.58,0.563,60.9,5.7,53.1,14.5,16,W,1W,110.03,117.51,0.577,68.5,7.1,49.5,14.1
202411180MIA,2024-11-18T12:30:00Z,MIA,PHI,13,W,1W,113.95,114.65,0.566,63.9,10.1,47.5,11.4,15,L,4L,106.87,115.58,0.542,57.6,8.9,46.6,13.1
202411180NYK,2024-11-18T12:30:00Z,NYK,WAS,16,W,3W,120.41,116.35,0.603,62.2,7.0,51.9,11.6,15,L,9L,106.2,119.62,0.548,62.8,8.2,45.9,13.7
202411180TOR,2024-11-18T12:30:00Z,TOR,IND,17,W,1W,111.06,118.64,0.544,67.8,7.8,51.4,13.5,16,L,1L,114.15,116.87,0.591,66.1,7.6,47.8,13.1
202411180MIL,2024-11-18T13:00:00Z,MIL,HOU,15,W,1W,111.95,114.31,0.577,55.7,7.5,48.7,12.3,17,L,1L,114.26,106.09,0.543,53.6,8.4,53.1,10.9
202411180PHO,2024-11-18T14:00:00Z,PHX,ORL,17,L,4L,114.09,114.99,0.585,66.7,7.7,49.6,12.7,16,W,6W,108.69,103.99,0.552,63.8,9.1,51.0,13.4
202411180SAC,2024-11-18T15:00:00Z,SAC,ATL,16,L,1L,116.58,113.09,0.599,56.7,8.2,50.6,12.2,15,W,1W,113.21,116.76,0.575,68.1,10.2,49.7,13.9
202411180LAC,2024-11-18T15:30:00Z,LAC,GSW,17,W,2W,112.09,111.93,0.572,62.5,8.4,52.3,14.7,14,L,1L,119.26,108.79,0.587,68.3,9.6,51.5,12.1
202411190BOS,2024-11-19T12:00:00Z,BOS,CLE,17,W,3W,122.26,111.9,0.603,61.0,7.3,49.8,10.6,18,L,1L,122.85,110.83,0.639,61.9,9.3,50.5,12.2
202411190BRK,2024-11-19T12:30:00Z,BKN,CHA,17,W,1W,113.95,117.41,0.586,67.5,6.7,47.8,13.0,16,L,2L,110.02,115.25,0.546,59.5,7.8,52.0,13.6
202411190MEM,2024-11-19T13:00:00Z,MEM,DEN,15,L,1L,115.3,108.01,0.587,67.3,8.1,52.7,14.0,15,W,1W,114.96,114.62,0.576,70.9,8.8,50.8,12.0
202411190DAL,2024-11-19T13:30:00Z,DAL,NOP,15,W,3W,116.89,113.14,0.579,58.4,7.8,49.6,11.6,17,L,2L,108.59,117.8,0.539,62.2,8.2,50.9,13.8
202411190SAS,2024-11-19T14:30:00Z,SAS,OKC,17,W,1W,111.41,112.36,0.576,69.1,7.8,51.2,14.3,16,L,2L,114.69,102.97,0.572,59.8,12.0,45.3,10.2
202411190LAL,2024-11-19T15:30:00Z,LAL,UTA,16,W,6W,117.95,116.68,0.593,65.3,7.6,48.9,11.3,16,L,3L,108.35,119.58,0.561,63.7,7.7,50.6,16.3
202411200CLE,2024-11-20T12:30:00Z,CLE,NOP,19,W,1W,122.98,111.91,0.636,62.1,8.9,50.4,11.8,18,L,3L,107.43,118.77,0.538,62.2,8.2,50.4,14.2
202411200MIL,2024-11-20T12:30:00Z,MIL,CHI,16,W,2W,111.12,113.24,0.575,55.7,7.5,48.4,12.5,17,L,1L,111.17,117.46,0.58,68.2,6.8,49.4,13.8
202411200HOU,2024-11-20T13:00:00Z,HOU,IND,18,W,1W,113.26,105.7,0.539,53.2,8.4,53.3,10.9,17,L,2L,114.19,117.48,0.589,66.1,8.2,47.4,12.9
202411200MEM,2024-11-20T13:00:00Z,MEM,PHI,16,W,1W,114.01,107.91,0.579,66.7,8.1,52.6,14.1,16,L,5L,105.4,114.74,0.539,58.7,9.0,46.5,13.2
202411200OKC,2024-11-20T13:00:00Z,OKC,POR,17,W,1W,113.87,103.32,0.567,59.7,12.2,45.7,10.3,17,L,1L,107.25,113.44,0.537,55.0,9.6,49.2,14.4
202411200GSW,2024-11-20T15:00:00Z,GSW,ATL,15,W,1W,117.54,108.11,0.583,68.7,9.8,51.4,12.5,16,L,1L,113.1,116.34,0.576,69.4,10.0,49.4,13.9
202411200PHO,2024-11-20T15:00:00Z,PHX,NYK,18,L,5L,113.95,115.56,0.581,67.0,7.6,49.9,12.6,17,W,4W,121.89,116.01,0.61,63.0,6.8,51.8,11.3
202411200LAC,2024-11-20T15:30:00Z,LAC,ORL,18,W,3W,111.28,110.93,0.572,63.9,8.5,52.1,14.9,17,L,1L,109.67,104.53,0.557,64.3,8.9,50.7,13.3
202411210CHO,2024-11-21T12:00:00Z,CHA,DET,17,W,1W,110.61,115.54,0.552,59.9,7.7,52.2,14.1,19,L,2L,110.5,111.62,0.561,61.2,5.6,53.0,14.1
202411210TOR,2024-11-21T12:30:00Z,TOR,MIN,18,W,2W,112.02,118.39,0.553,67.1,7.6,51.9,13.9,17,L,1L,115.06,112.37,0.601,61.9,8.2,49.1,14.6
202411210SAS,2024-11-21T13:00:00Z,SAS,UTA,18,W,2W,111.2,111.69,0.578,69.9,7.6,51.1,14.6,17,L,4L,109.11,119.96,0.564,63.6,7.8,50.9,16.1
202411210LAL,2024-11-21T15:30:00Z,LAL,ORL,17,L,1L,118.44,116.84,0.599,65.7,7.7,48.6,11.5,18,W,1W,108.95,104.86,0.556,64.2,9.1,49.5,13.3
202411220PHI,2024-11-22T12:00:00Z,PHI,BKN,17,W,1W,106.02,115.13,0.541,58.3,9.2,46.7,13.2,18,L,1L,114.31,117.47,0.589,67.9,6.8,47.6,13.0
202411220WAS,2024-11-22T12:00:00Z,WAS,BOS,16,L,10L,106.62,121.27,0.548,62.1,7.9,46.2,13.4,18,W,4W,122.65,112.77,0.606,61.8,7.1,49.9,10.7
202411220NOP,2024-11-22T12:30:00Z,NOP,GSW,19,L,4L,107.36,119.85,0.535,62.0,8.3,50.0,13.9,16,W,2W,116.89,106.65,0.581,69.3,9.7,51.0,12.5
202411220CHI,2024-11-22T13:00:00Z,CHI,ATL,18,W,1W,111.1,118.03,0.581,67.7,6.8,49.0,13.8,17,L,2L,111.51,115.85,0.567,69.8,9.9,49.7,13.8
202411220HOU,2024-11-22T13:00:00Z,HOU,POR,19,W,2W,113.4,105.37,0.54,53.2,8.8,53.5,10.9,18,L,2L,106.89,113.36,0.538,55.1,9.4,49.4,14.8
202411220MIL,2024-11-22T13:00:00Z,MIL,IND,17,W,3W,112.15,113.02,0.58,56.5,7.5,49.1,12.4,18,L,3L,113.27,117.35,0.589,64.6,8.1,47.1,13.3
202411220DEN,2024-11-22T15:00:00Z,DEN,DAL,16,L,1L,114.31,113.18,0.575,70.1,9.1,50.7,12.2,16,W,4W,117.92,111.68,0.582,58.0,8.1,50.0,11.5
202411220LAC,2024-11-22T15:30:00Z,LAC,SAC,19,W,4W,111.18,110.12,0.574,63.5,8.6,53.0,15.4,17,L,2L,116.17,112.98,0.597,57.2,8.2,50.9,12.4
202411230UTA,2024-11-23T10:00:00Z,UTA,NYK,18,W,1W,109.18,119.81,0.562,62.9,7.5,50.8,15.8,18,L,1L,123.08,116.52,0.617,62.8,7.0,52.0,11.4
202411230ORL,2024-11-23T12:00:00Z,ORL,DET,19,W,2W,109.7,105.79,0.558,64.7,9.0,50.0,13.4,20,L,3L,110.82,111.99,0.56,61.8,5.7,53.2,14.1
202411230CHI,2024-11-23T13:00:00Z,CHI,MEM,19,L,1L,111.98,117.75,0.588,68.1,6.9,49.0,13.9,17,W,2W,114.4,108.3,0.583,66.9,7.9,52.4,14.4
202411230HOU,2024-11-23T13:00:00Z,HOU,POR,20,L,1L,113.28,104.14,0.541,53.9,9.0,53.4,11.1,19,W,1W,105.49,113.23,0.531,55.2,9.3,49.2,15.0
202411230MIL,2024-11-23T13:00:00Z,MIL,CHA,18,W,4W,112.89,112.98,0.585,57.3,7.6,49.0,12.6,18,L,1L,111.09,115.57,0.555,59.4,7.9,51.6,14.0
202411230SAS,2024-11-23T13:30:00Z,SAS,GSW,19,W,3W,111.6,111.59,0.578,70.4,7.6,51.1,14.2,17,L,1L,116.71,106.88,0.58,69.3,9.4,51.2,12.6
202411230LAL,2024-11-23T15:30:00Z,LAL,DEN,18,L,2L,118.59,117.16,0.599,64.5,7.5,48.2,11.3,17,W,1W,114.69,113.86,0.575,70.5,8.7,50.6,12.3
202411240BOS,2024-11-24T08:30:00Z,BOS,MIN,19,W,5W,121.65,111.64,0.603,61.8,7.4,49.7,10.7,18,L,2L,114.62,112.45,0.598,61.0,8.5,49.1,14.7
202411240IND,2024-11-24T10:00:00Z,IND,WAS,19,W,1W,113.22,117.76,0.588,64.9,8.2,47.3,13.3,17,L,11L,105.77,120.22,0.544,61.1,7.8,46.7,13.7
202411240MIA,2024-11-24T11:00:00Z,MIA,DAL,14,W,2W,113.23,112.58,0.564,64.5,10.1,48.1,11.5,17,L,1L,118.22,112.18,0.583,57.7,8.3,50.1,11.5
202411240PHI,2024-11-24T11:00:00Z,PHI,LAC,18,L,1L,107.15,114.56,0.542,58.5,9.5,47.2,13.0,20,W,5W,110.8,108.86,0.571,63.8,8.9,53.0,15.1
202411240CLE,2024-11-24T12:30:00Z,CLE,TOR,20,W,2W,123.75,111.58,0.636,61.9,9.0,50.8,11.8,19,L,1L,112.12,117.76,0.557,66.6,7.8,51.9,14.0
202411240SAC,2024-11-24T14:00:00Z,SAC,BKN,18,L,3L,114.45,112.46,0.589,57.4,8.0,50.7,12.5,19,W,1W,113.83,117.81,0.589,68.2,6.4,47.5,13.4
202411250CHO,2024-11-25T12:00:00Z,CHA,ORL,19,L,2L,111.42,115.99,0.554,59.1,7.8,51.4,13.7,20,W,3W,110.49,106.11,0.559,64.6,9.3,50.4,13.4
202411250DET,2024-11-25T12:00:00Z,DET,TOR,21,W,1W,110.87,112.65,0.562,60.9,5.8,52.7,14.3,20,L,2L,111.79,117.91,0.554,66.2,7.9,52.0,14.0
202411250IND,2024-11-25T12:00:00Z,IND,NOP,20,W,2W,113.57,117.11,0.588,65.5,8.2,47.6,13.2,20,L,5L,107.52,119.52,0.535,62.3,8.4,49.7,13.6
202411250ATL,2024-11-25T12:30:00Z,ATL,DAL,18,L,3L,111.61,116.45,0.564,69.6,9.9,49.7,13.5,18,W,1W,117.42,112.0,0.579,58.2,8.1,50.1,11.5
202411250BOS,2024-11-25T12:30:00Z,BOS,LAC,20,W,6W,121.44,111.89,0.601,62.1,7.2,49.4,10.5,21,L,1L,111.92,108.57,0.577,63.9,8.9,53.2,15.1
202411250MEM,2024-11-25T13:00:00Z,MEM,POR,18,W,3W,115.72,109.36,0.588,67.1,7.7,52.8,14.2,20,L,1L,105.66,112.58,0.531,54.7,9.1,49.6,15.0
202411250DEN,2024-11-25T14:00:00Z,DEN,NYK,18,L,1L,115.46,113.03,0.584,70.8,8.6,51.2,12.5,19,W,1W,121.94,116.72,0.61,62.8,7.2,51.4,11.2
202411250GSW,2024-11-25T15:00:00Z,GSW,BKN,18,L,2L,115.89,107.36,0.573,70.0,9.1,51.2,12.4,20,W,2W,114.0,117.43,0.591,68.1,6.5,47.1,13.4
202411250SAC,2024-11-25T15:00:00Z,SAC,OKC,19,L,4L,114.27,112.72,0.588,57.3,7.9,51.2,12.6,18,W,2W,113.76,103.23,0.566,59.7,12.3,45.8,10.4
202411260WAS,2024-11-26T12:00:00Z,WAS,CHI,18,L,12L,105.83,120.15,0.546,61.5,7.8,46.7,13.8,20,W,1W,112.78,118.81,0.59,67.6,6.7,48.6,13.7
202411260MIA,2024-11-26T12:30:00Z,MIA,MIL,15,L,1L,112.94,112.02,0.561,64.1,9.8,48.2,11.2,19,W,5W,113.44,113.18,0.587,56.7,7.4,49.2,12.6
202411260MIN,2024-11-26T13:00:00Z,MIN,HOU,19,L,3L,114.7,112.81,0.595,60.4,8.1,49.4,14.2,21,W,1W,112.66,104.37,0.537,53.8,9.0,53.0,11.0
202411260UTA,2024-11-26T14:00:00Z,UTA,SAS,19,L,1L,109.84,118.87,0.567,63.3,7.3,51.1,15.8,20,W,4W,111.77,111.12,0.577,70.8,7.5,51.0,13.9
202411260PHO,2024-11-26T15:00:00Z,PHX,LAL,19,W,1W,114.56,117.08,0.583,67.0,7.7,49.6,12.6,19,L,3L,117.51,117.72,0.595,64.8,7.7,47.7,11.5
202411270CHO,2024-11-27T12:00:00Z,CHA,MIA,20,L,3L,110.14,115.13,0.551,58.3,7.7,51.7,14.3,16,W,1W,113.32,112.7,0.561,64.8,9.6,48.2,11.0
202411270CLE,2024-11-27T12:00:00Z,CLE,ATL,21,L,1L,123.56,111.29,0.634,61.6,9.1,50.6,11.8,19,W,1W,111.44,116.52,0.564,69.4,9.9,49.4,13.4
202411270IND,2024-11-27T12:00:00Z,IND,POR,21,W,3W,113.44,116.57,0.588,65.8,8.3,47.7,13.2,21,L,2L,105.14,113.04,0.525,55.2,9.1,49.2,14.6
202411270ORL,2024-11-27T12:00:00Z,ORL,CHI,21,W,4W,110.01,105.24,0.554,64.2,9.5,50.0,13.1,21,L,1L,113.02,117.81,0.591,67.3,6.6,48.9,13.5
202411270PHI,2024-11-27T12:00:00Z,PHI,HOU,19,L,2L,106.93,115.59,0.54,58.9,9.4,46.9,13.0,22,W,2W,112.49,104.35,0.538,54.6,9.1,52.6,10.9
