game_id,date,home_team,visitor_team,home_game_number,home_result,home_streak,home_offensive_rating,home_defensive_rating,home_ts_percent,home_assist_percent,home_steal_percent,home_rebound_percent,home_turnover_percent,visitor_game_number,visitor_result,visitor_streak,visitor_offensive_rating,visitor_defensive_rating,visitor_ts_percent,visitor_assist_percent,visitor_steal_percent,visitor_rebound_percent,visitor_turnover_percent
202412210ORL,2024-12-21T12:00:00Z,ORL,MIA,31,W,1W,110.06,106.54,0.559,62.4,9.7,51.0,13.7,26,L,3L,114.16,111.54,0.572,65.6,9.2,48.9,11.8
202412210BRK,2024-12-21T12:30:00Z,BKN,UTA,30,L,1L,112.47,117.29,0.586,66.6,7.2,47.5,13.9,29,W,2W,111.22,121.32,0.581,63.0,6.8,51.8,16.5
202412210ATL,2024-12-21T12:30:00Z,ATL,MEM,29,L,3L,111.87,114.31,0.565,69.5,9.6,51.0,13.5,29,W,2W,117.27,107.79,0.597,67.3,8.6,52.5,14.1
202412210NOP,2024-12-21T13:00:00Z,NOP,NYK,31,L,6L,107.04,119.11,0.534,60.4,9.3,48.6,13.3,30,W,3W,120.73,113.57,0.612,64.8,7.6,51.2,12.1
202412210MIN,2024-12-21T13:00:00Z,MIN,GSW,29,L,2L,111.32,108.24,0.582,63.6,8.9,49.4,14.4,28,W,1W,112.39,110.43,0.557,69.4,9.0,50.6,12.6
202412210MIL,2024-12-21T13:00:00Z,MIL,WAS,29,W,1W,113.49,112.37,0.594,59.2,7.4,49.3,13.3,28,L,1L,105.05,119.63,0.541,61.6,7.7,47.4,14.1
202412210CLE,2024-12-21T13:00:00Z,CLE,PHI,31,W,4W,121.27,110.28,0.622,63.4,9.1,50.1,12.0,28,L,1L,108.83,112.92,0.553,58.0,9.8,48.0,13.4
202412210CHI,2024-12-21T13:00:00Z,CHI,BOS,30,L,1L,114.16,116.54,0.596,67.8,7.0,49.0,13.2,30,W,1W,120.56,110.95,0.594,62.1,7.4,50.1,10.4
202412210SAS,2024-12-21T13:30:00Z,SAS,POR,30,W,2W,112.51,114.18,0.572,71.0,7.8,50.2,13.4,30,L,1L,108.79,117.2,0.546,57.4,8.3,48.9,14.2
202412210DAL,2024-12-21T13:30:00Z,DAL,LAC,28,W,1W,118.6,112.89,0.597,59.6,8.4,51.1,12.6,31,L,1L,112.0,109.21,0.579,61.6,10.0,51.7,14.7
202412210PHO,2024-12-21T14:00:00Z,PHX,DET,29,L,2L,116.08,116.65,0.597,67.7,7.8,49.6,12.8,31,W,1W,110.88,114.15,0.57,62.4,6.5,51.4,14.4
202412220TOR,2024-12-22T11:00:00Z,TOR,HOU,31,L,7L,111.05,116.24,0.556,67.8,7.6,51.4,13.8,30,W,2W,112.24,106.09,0.543,54.6,8.5,52.9,11.4
202412220SAC,2024-12-22T11:00:00Z,SAC,IND,31,L,4L,115.48,113.26,0.584,60.5,8.3,50.4,12.1,31,W,4W,113.8,116.07,0.593,65.4,8.4,47.8,13.2
202412220NOP,2024-12-22T12:00:00Z,NOP,DEN,32,L,7L,106.87,118.93,0.533,60.6,9.3,48.7,13.4,28,W,1W,116.93,114.6,0.596,69.8,8.8,50.5,12.7
202412230PHI,2024-12-23T12:00:00Z,PHI,SAS,29,W,1W,108.62,113.64,0.552,57.2,9.7,47.9,13.3,31,L,1L,112.63,113.51,0.572,71.2,7.8,50.3,13.3
202412230ORL,2024-12-23T12:00:00Z,ORL,BOS,32,W,2W,110.46,106.82,0.561,62.2,9.6,51.1,13.6,31,L,1L,120.61,110.46,0.593,61.9,7.4,50.4,10.4
202412230CLE,2024-12-23T12:00:00Z,CLE,UTA,32,W,5W,121.62,110.04,0.623,63.5,9.1,50.2,12.0,30,L,1L,111.01,120.32,0.58,62.9,7.0,51.6,16.5
202412230CHO,2024-12-23T12:00:00Z,CHA,HOU,31,L,5L,108.88,115.43,0.544,60.7,8.1,51.4,14.1,31,W,3W,112.12,106.05,0.543,54.2,8.6,53.0,11.6
202412230NYK,2024-12-23T12:30:00Z,NYK,TOR,31,W,4W,120.5,113.16,0.61,64.8,7.8,51.1,12.2,32,L,8L,110.84,115.98,0.556,68.2,7.6,51.2,13.9
202412230MIA,2024-12-23T12:30:00Z,MIA,BKN,27,W,1W,114.19,111.95,0.573,64.8,9.1,48.8,11.9,31,L,2L,111.83,116.88,0.582,66.4,7.2,47.7,14.0
202412230ATL,2024-12-23T12:30:00Z,ATL,MIN,30,W,1W,111.54,114.41,0.567,69.7,9.6,51.0,13.8,30,L,3L,111.15,108.57,0.58,64.0,8.8,49.4,14.3
202412230OKC,2024-12-23T13:00:00Z,OKC,WAS,30,W,3W,114.2,103.49,0.567,59.4,12.1,47.7,10.6,29,L,2L,104.92,119.37,0.543,61.4,7.7,47.6,14.2
202412230MEM,2024-12-23T13:00:00Z,MEM,LAC,30,L,1L,117.27,107.61,0.598,67.4,8.7,52.4,14.1,32,W,1W,111.59,109.48,0.577,61.3,9.9,51.6,14.8
202412230CHI,2024-12-23T13:00:00Z,CHI,MIL,31,L,2L,113.58,116.73,0.591,68.1,7.0,48.7,13.1,30,W,2W,113.47,111.99,0.593,59.9,7.6,49.3,13.2
202412230DAL,2024-12-23T13:30:00Z,DAL,POR,29,W,2W,118.54,112.44,0.596,59.7,8.5,51.1,12.5,31,L,2L,108.32,117.16,0.544,57.3,8.3,48.8,14.1
202412230GSW,2024-12-23T15:00:00Z,GSW,IND,29,L,1L,112.57,110.3,0.558,69.6,9.1,50.6,12.5,32,W,5W,114.27,115.49,0.596,65.6,8.4,47.9,13.2
202412230DEN,2024-12-23T15:00:00Z,DEN,PHX,29,W,2W,116.7,114.37,0.596,69.8,8.8,50.7,12.9,30,L,3L,116.43,117.28,0.601,67.7,7.8,49.7,13.0
202412230LAL,2024-12-23T15:30:00Z,LAL,DET,31,L,1L,112.3,114.89,0.573,64.2,8.1,48.2,12.3,32,W,2W,111.66,114.54,0.573,62.4,6.7,51.3,14.3
202412250DAL,2024-12-25T07:30:00Z,DAL,MIN,30,L,1L,118.97,112.26,0.597,59.5,8.6,50.9,12.4,31,W,1W,110.92,108.9,0.578,64.5,8.9,49.6,14.5
202412250BOS,2024-12-25T10:00:00Z,BOS,PHI,32,L,2L,119.92,110.24,0.591,61.0,7.6,50.4,10.6,30,W,2W,108.61,113.26,0.551,57.2,9.7,48.1,13.2
202412250GSW,2024-12-25T13:00:00Z,GSW,LAL,30,L,2L,112.39,110.43,0.557,69.8,9.0,50.6,12.4,32,W,1W,112.47,115.07,0.577,64.4,8.1,48.3,12.6
202412250PHO,2024-12-25T15:30:00Z,PHX,DEN,31,W,1W,115.71,117.56,0.598,67.7,7.8,49.5,13.0,30,L,1L,117.02,113.7,0.596,70.0,8.7,50.9,12.8
202412250NYK,2024-12-25T17:00:00Z,NYK,SAS,32,W,5W,120.96,113.41,0.613,64.8,7.8,51.2,12.3,32,L,2L,112.31,113.33,0.573,71.0,7.7,50.2,13.4
202412260WAS,2024-12-26T12:00:00Z,WAS,CHA,30,W,1W,104.75,119.3,0.542,61.7,7.7,47.5,14.3,32,L,6L,108.74,115.53,0.543,60.9,8.2,51.1,14.0
202412260ORL,2024-12-26T12:00:00Z,ORL,MIA,33,L,1L,110.25,106.62,0.562,62.5,9.6,51.0,13.8,28,W,2W,114.3,111.54,0.576,65.1,9.0,48.9,12.1
202412260IND,2024-12-26T12:00:00Z,IND,OKC,33,L,1L,114.26,115.23,0.595,65.4,8.4,47.9,13.1,31,W,4W,114.32,103.38,0.566,59.1,12.2,47.9,10.6
202412260ATL,2024-12-26T12:30:00Z,ATL,CHI,31,W,2W,111.76,114.09,0.571,69.7,9.8,50.9,14.1,32,L,3L,112.85,116.6,0.588,68.3,7.1,48.7,13.1
202412260NOP,2024-12-26T13:00:00Z,NOP,HOU,33,L,8L,106.93,118.67,0.533,61.1,9.4,48.5,13.3,32,W,4W,112.33,106.01,0.543,54.2,8.5,53.1,11.5
202412260MIL,2024-12-26T13:00:00Z,MIL,BKN,31,L,1L,113.45,111.29,0.593,59.9,7.6,49.3,13.2,32,W,1W,111.46,116.88,0.58,66.6,7.3,47.7,14.0
202412260MEM,2024-12-26T13:00:00Z,MEM,TOR,31,W,1W,116.78,107.57,0.595,67.5,8.7,52.4,14.2,33,L,9L,111.16,116.58,0.56,68.2,7.6,51.0,13.9
202412260SAC,2024-12-26T15:00:00Z,SAC,DET,32,L,5L,114.94,113.73,0.579,60.5,8.2,50.3,11.9,33,W,3W,111.95,114.62,0.574,62.1,6.9,51.3,14.2
202412260POR,2024-12-26T15:00:00Z,POR,UTA,32,W,1W,108.28,117.63,0.543,57.2,8.2,49.0,14.2,31,L,2L,111.19,120.57,0.579,63.2,7.0,51.8,16.4
202412270ORL,2024-12-27T12:00:00Z,ORL,NYK,34,L,2L,109.7,106.21,0.56,61.8,9.7,51.2,14.0,33,W,6W,121.06,113.66,0.611,64.6,7.8,51.2,12.0
202412270BRK,2024-12-27T12:30:00Z,BKN,SAS,33,L,1L,111.4,116.44,0.581,66.5,7.3,47.8,14.1,33,W,1W,112.6,113.69,0.575,71.2,7.5,50.1,13.4
202412270BOS,2024-12-27T12:30:00Z,BOS,IND,33,W,1W,119.85,110.63,0.59,60.8,7.5,50.6,10.7,34,L,2L,114.35,115.49,0.594,65.4,8.1,48.1,13.0
202412270NOP,2024-12-27T13:00:00Z,NOP,MEM,34,L,9L,107.0,118.91,0.533,61.3,9.5,48.4,13.3,32,W,2W,117.41,107.67,0.596,67.3,8.6,52.6,14.1
202412270HOU,2024-12-27T13:00:00Z,HOU,MIN,33,L,1L,112.79,106.12,0.544,53.8,8.4,53.2,11.6,32,W,2W,111.04,108.87,0.578,64.3,8.9,49.6,14.3
202412270PHO,2024-12-27T14:00:00Z,PHX,DAL,32,L,1L,115.89,117.3,0.597,68.0,7.9,49.5,12.8,31,W,1W,118.6,112.33,0.595,58.9,8.5,50.9,12.4
202412270DEN,2024-12-27T14:00:00Z,DEN,CLE,31,L,2L,116.76,113.95,0.595,69.5,8.5,50.9,12.9,33,W,6W,121.81,110.24,0.623,63.9,9.1,50.0,11.9
202412270LAC,2024-12-27T15:00:00Z,LAC,GSW,33,W,2W,111.42,109.25,0.576,61.0,10.0,51.5,14.7,31,L,3L,112.67,110.85,0.558,69.5,8.7,50.7,12.4
202412280ATL,2024-12-28T08:00:00Z,ATL,MIA,32,W,3W,112.52,114.53,0.575,69.7,9.7,51.0,14.0,29,L,1L,113.56,110.86,0.575,65.2,9.2,48.8,12.4
202412280CHO,2024-12-28T11:00:00Z,CHA,OKC,33,L,7L,108.63,115.29,0.543,61.4,8.1,51.2,14.0,32,W,5W,114.62,103.84,0.566,58.7,11.9,47.9,10.3
202412280WAS,2024-12-28T12:00:00Z,WAS,NYK,31,L,1L,104.88,118.8,0.542,61.8,7.7,47.5,14.1,34,W,7W,120.88,112.93,0.611,64.0,7.9,51.4,12.2
202412280CHI,2024-12-28T13:00:00Z,CHI,MIL,33,W,1W,113.33,117.21,0.59,68.3,7.1,48.6,13.1,32,L,2L,113.12,111.23,0.593,59.8,7.7,49.4,13.4
202412280GSW,2024-12-28T13:30:00Z,GSW,PHX,32,W,1W,112.13,110.71,0.554,69.5,8.9,50.8,12.4,33,L,2L,115.24,116.92,0.593,68.1,8.1,49.5,12.9
202412280DEN,2024-12-28T14:00:00Z,DEN,DET,32,W,1W,117.17,114.91,0.597,69.6,8.5,50.9,12.8,34,L,1L,112.08,114.64,0.574,62.2,6.9,51.2,14.0
202412280UTA,2024-12-28T14:30:00Z,UTA,PHI,32,L,3L,111.57,120.69,0.58,63.2,7.1,51.7,16.2,31,W,3W,109.08,113.42,0.553,57.6,9.7,47.9,12.9
202412280POR,2024-12-28T15:00:00Z,POR,DAL,33,W,2W,108.81,117.78,0.546,57.2,8.3,49.0,14.0,32,L,1L,118.19,111.81,0.594,59.3,8.4,50.8,12.5
202412280LAL,2024-12-28T15:30:00Z,LAL,SAC,33,W,2W,112.8,115.25,0.577,64.7,8.0,48.3,12.4,33,L,6L,114.95,113.81,0.58,60.2,8.0,50.3,12.0
202412290ORL,2024-12-29T08:30:00Z,ORL,BKN,35,W,1W,109.13,106.49,0.557,61.8,9.6,50.9,14.1,34,L,2L,110.81,116.0,0.577,66.4,7.4,47.9,14.2
202412290TOR,2024-12-29T11:00:00Z,TOR,ATL,34,L,10L,111.15,117.22,0.56,68.5,7.6,50.6,13.9,33,W,4W,112.84,114.47,0.576,69.9,9.6,51.1,13.9
202412290BOS,2024-12-29T11:00:00Z,BOS,IND,34,L,1L,120.77,110.61,0.593,61.0,7.5,50.8,10.6,35,W,1W,114.21,116.52,0.592,65.6,8.0,47.9,12.9
202412290OKC,2024-12-29T12:00:00Z,OKC,MEM,33,W,6W,114.32,103.51,0.566,59.0,11.8,48.1,10.5,33,L,1L,117.52,107.85,0.597,67.4,8.7,52.5,14.1
202412290HOU,2024-12-29T12:00:00Z,HOU,MIA,34,L,2L,112.94,106.51,0.545,53.4,8.4,53.2,11.6,30,W,1W,113.53,111.28,0.575,65.0,9.2,48.8,12.2
202412290MIN,2024-12-29T14:00:00Z,MIN,SAS,33,W,3W,111.29,109.15,0.58,64.1,8.9,49.5,14.3,34,L,1L,112.29,113.03,0.573,71.5,7.6,50.1,13.4
202412300WAS,2024-12-30T12:00:00Z,WAS,NYK,32,L,2L,105.4,118.97,0.545,61.8,7.7,47.6,14.1,35,W,8W,120.97,113.14,0.611,63.5,7.8,51.3,12.2
202412300CHO,2024-12-30T12:00:00Z,CHA,CHI,34,L,8L,108.14,114.97,0.542,61.3,8.1,51.0,14.1,34,W,2W,113.27,116.88,0.589,68.4,7.0,48.8,13.0
202412300NOP,2024-12-30T13:00:00Z,NOP,LAC,35,L,10L,107.2,118.96,0.534,61.6,9.6,48.5,13.3,34,W,3W,111.27,108.84,0.577,60.6,9.9,51.3,15.0
202412300UTA,2024-12-30T14:00:00Z,UTA,DEN,33,L,4L,111.7,120.62,0.58,63.2,6.9,52.0,16.3,33,W,2W,117.71,115.1,0.6,69.4,8.5,50.8,12.8
202412300SAC,2024-12-30T15:00:00Z,SAC,DAL,34,W,1W,115.27,114.49,0.58,60.7,8.0,50.4,11.9,33,L,2L,118.24,112.18,0.595,58.9,8.4,50.6,12.5
202412300POR,2024-12-30T15:00:00Z,POR,PHI,34,L,1L,109.29,117.85,0.548,57.3,8.3,49.2,14.0,32,W,4W,109.41,113.49,0.554,57.7,9.9,47.6,12.7
202412300GSW,2024-12-30T15:00:00Z,GSW,CLE,33,L,1L,112.16,110.65,0.553,69.3,8.9,50.8,12.3,34,W,7W,122.45,110.83,0.625,64.2,9.1,50.0,11.8
202412310IND,2024-12-31T08:00:00Z,IND,MIL,36,L,1L,114.57,116.53,0.593,65.4,8.0,48.1,12.8,33,W,1W,112.92,111.25,0.591,60.0,7.6,49.3,13.2
202412310BOS,2024-12-31T08:00:00Z,BOS,TOR,35,W,1W,120.64,111.08,0.592,61.0,7.5,50.6,10.5,35,L,11L,110.74,117.45,0.559,68.5,7.6,50.8,14.2
202412310SAS,2024-12-31T12:00:00Z,SAS,LAC,35,W,1W,112.3,113.09,0.573,71.4,7.6,49.8,13.3,35,L,1L,111.54,109.08,0.578,60.5,10.0,51.3,14.9
202412310OKC,2024-12-31T13:00:00Z,OKC,MIN,34,W,7W,114.56,103.38,0.567,59.3,11.7,48.0,10.4,34,L,1L,111.4,109.27,0.578,63.8,8.7,49.8,14.1
202412310PHO,2024-12-31T14:00:00Z,PHX,MEM,34,L,3L,115.04,116.8,0.591,67.7,8.0,49.5,12.9,34,W,1W,116.97,108.28,0.594,67.8,8.6,52.5,14.2
202412310LAL,2024-12-31T14:00:00Z,LAL,CLE,34,L,1L,113.54,115.57,0.582,64.9,7.9,48.2,12.4,35,W,8W,121.97,110.17,0.623,64.0,9.1,50.0,11.9
202501010WAS,2025-01-01T12:00:00Z,WAS,CHI,33,W,1W,105.43,119.22,0.544,61.9,7.6,47.5,14.0,35,L,1L,112.91,116.22,0.586,68.8,7.1,48.9,13.0
202501010DET,2025-01-01T12:00:00Z,DET,ORL,35,W,1W,112.34,115.23,0.574,62.2,6.9,51.2,13.9,36,L,1L,109.28,106.69,0.557,62.4,9.6,51.0,14.0
202501010TOR,2025-01-01T12:30:00Z,TOR,BKN,36,W,1W,109.67,117.9,0.554,68.5,7.6,50.7,14.3,35,L,3L,110.88,115.95,0.578,66.4,7.4,47.9,14.3
202501010NYK,2025-01-01T12:30:00Z,NYK,UTA,36,W,9W,121.14,112.94,0.61,63.9,7.9,51.4,12.0,34,L,5L,111.95,120.94,0.582,63.2,6.9,51.7,16.2
202501010MIA,2025-01-01T12:30:00Z,MIA,NOP,31,W,2W,113.43,111.11,0.574,64.7,9.1,48.8,12.3,36,L,11L,107.49,118.99,0.537,61.9,9.7,48.5,13.4
202501010HOU,2025-01-01T13:00:00Z,HOU,DAL,35,W,1W,112.72,106.64,0.543,53.7,8.3,53.1,11.6,34,L,3L,117.61,112.03,0.594,58.7,8.3,50.2,12.6
202501010DEN,2025-01-01T14:00:00Z,DEN,ATL,34,W,3W,118.12,115.24,0.6,69.5,8.7,51.1,12.6,34,L,1L,113.21,113.98,0.577,69.8,10.0,50.8,13.9
202501010SAC,2025-01-01T15:00:00Z,SAC,PHI,35,W,2W,115.02,113.97,0.578,60.7,8.0,50.7,11.9,33,L,1L,109.98,113.18,0.559,57.3,10.0,47.7,12.9
202501020MIN,2025-01-02T12:30:00Z,MIN,BOS,35,L,2L,111.27,109.46,0.579,63.5,8.6,49.9,14.4,36,W,2W,121.0,110.0,0.595,61.0,7.7,50.7,10.5
202501020MIA,2025-01-02T12:30:00Z,MIA,IND,32,L,1L,113.77,111.15,0.576,65.1,9.0,49.0,12.3,37,W,1W,114.26,116.38,0.591,65.4,8.0,48.2,12.9
202501020OKC,2025-01-02T13:00:00Z,OKC,LAC,35,W,8W,114.58,103.49,0.567,59.3,11.9,48.0,10.4,36,L,2L,110.85,109.59,0.574,60.4,9.9,51.0,14.9
202501020MIL,2025-01-02T13:00:00Z,MIL,BKN,34,L,1L,112.88,111.03,0.59,60.0,7.7,49.3,13.1,36,W,1W,110.98,116.41,0.578,66.4,7.4,47.8,14.2
202501020GSW,2025-01-02T15:00:00Z,GSW,PHI,34,W,1W,111.46,110.54,0.549,69.0,8.8,50.8,12.3,34,L,2L,110.0,113.3,0.56,57.4,10.0,47.5,13.0
202501020LAL,2025-01-02T15:30:00Z,LAL,POR,35,W,1W,113.41,115.75,0.58,64.8,7.9,48.2,12.2,35,L,2L,109.13,118.12,0.548,57.4,8.3,49.2,14.2
202501030DET,2025-01-03T12:00:00Z,DET,CHA,36,W,2W,112.12,114.65,0.575,62.2,6.9,51.5,14.1,35,L,9L,107.73,114.55,0.54,61.1,8.1,50.9,14.0
202501030TOR,2025-01-03T12:30:00Z,TOR,ORL,37,L,1L,110.3,117.79,0.558,68.5,7.6,50.8,14.2,37,W,1W,108.9,106.63,0.555,62.0,9.8,50.6,13.9
202501030OKC,2025-01-03T13:00:00Z,OKC,NYK,36,W,9W,114.7,103.39,0.568,59.5,11.8,47.8,10.4,37,L,1L,121.0,112.59,0.611,64.0,7.9,51.4,12.0
202501030NOP,2025-01-03T13:00:00Z,NOP,WAS,37,W,1W,107.64,119.14,0.539,61.9,9.5,48.4,13.3,34,L,1L,105.73,118.54,0.546,62.2,7.7,47.6,14.0
202501030HOU,2025-01-03T13:00:00Z,HOU,BOS,36,L,1L,112.61,106.38,0.543,53.2,8.5,53.0,11.6,37,W,3W,121.49,110.71,0.595,61.1,7.8,50.5,10.4
202501030DAL,2025-01-03T13:30:00Z,DAL,CLE,35,L,4L,117.03,111.94,0.594,58.4,8.4,50.3,12.8,36,W,9W,121.95,110.15,0.623,64.2,9.0,50.1,11.8
202501030DEN,2025-01-03T14:00:00Z,DEN,SAS,35,L,1L,118.39,115.06,0.602,69.9,8.6,51.0,12.6,36,W,2W,112.72,112.35,0.573,71.5,7.7,50.1,13.1
202501030SAC,2025-01-03T15:00:00Z,SAC,MEM,36,W,3W,115.07,113.87,0.579,60.6,8.1,50.9,12.0,35,L,1L,116.76,108.19,0.593,67.8,8.6,52.6,14.2
202501030LAL,2025-01-03T15:30:00Z,LAL,ATL,36,W,2W,113.55,115.58,0.58,65.0,7.9,48.2,12.2,35,L,2L,113.1,114.36,0.577,70.0,9.9,50.8,13.8
202501040BRK,2025-01-04T11:00:00Z,BKN,PHI,37,L,1L,111.06,116.25,0.578,66.5,7.4,47.9,14.2,35,W,1W,109.88,114.15,0.56,57.2,10.1,47.4,13.0
202501040IND,2025-01-04T12:00:00Z,IND,PHX,38,W,2W,114.83,116.5,0.592,65.5,8.0,48.2,12.7,35,L,4L,114.73,116.59,0.589,67.6,8.1,49.3,12.9
202501040DET,2025-01-04T12:00:00Z,DET,MIN,37,W,3W,111.74,114.08,0.573,61.9,7.1,51.5,14.1,36,L,3L,111.97,110.32,0.582,63.5,8.3,50.1,14.4
202501040CHI,2025-01-04T13:00:00Z,CHI,NYK,36,W,1W,112.47,116.17,0.585,68.8,7.2,49.0,13.1,38,L,2L,120.7,112.82,0.609,63.6,7.9,51.4,12.0
202501040MIA,2025-01-04T13:00:00Z,MIA,UTA,33,L,2L,113.98,111.87,0.579,65.5,8.9,49.0,12.4,35,W,1W,111.6,120.8,0.579,63.1,6.9,51.6,16.2
202501040MIL,2025-01-04T13:00:00Z,MIL,POR,35,L,2L,112.82,111.11,0.588,59.8,7.6,49.2,13.1,36,W,1W,109.15,118.12,0.55,57.5,8.2,49.3,14.3
202501040SAS,2025-01-04T13:00:00Z,SAS,DEN,37,L,1L,112.7,112.26,0.572,71.4,7.6,50.2,13.1,36,W,1W,118.12,114.97,0.6,70.2,8.6,50.8,12.4
202501040GSW,2025-01-04T13:30:00Z,GSW,MEM,35,W,2W,112.34,110.4,0.555,69.3,8.7,51.0,12.3,36,L,2L,117.04,108.85,0.594,67.9,8.5,52.7,14.2
202501040LAC,2025-01-04T15:30:00Z,LAC,ATL,37,W,1W,110.53,109.85,0.573,60.6,9.8,51.2,15.0,36,L,3L,112.82,114.54,0.574,69.5,9.9,50.5,13.6
202501050OKC,2025-01-05T08:30:00Z,OKC,BOS,37,W,10W,114.87,103.59,0.57,59.6,11.8,47.9,10.4,38,L,1L,121.65,110.41,0.597,60.8,7.8,50.5,10.5
202501050CLE,2025-01-05T11:00:00Z,CLE,CHA,37,W,10W,122.23,110.43,0.623,64.5,8.9,50.0,11.7,36,L,10L,107.36,114.09,0.539,61.6,8.1,50.8,14.1
202501050WAS,2025-01-05T11:00:00Z,WAS,NOP,35,L,2L,106.19,118.98,0.549,62.2,7.6,47.9,14.1,38,W,2W,108.35,119.18,0.542,62.3,9.5,48.2,13.1
202501050ORL,2025-01-05T11:30:00Z,ORL,UTA,38,L,1L,109.25,106.76,0.556,62.7,9.9,50.7,13.9,36,W,2W,112.28,120.12,0.581,63.0,7.0,52.0,16.0
202501050HOU,2025-01-05T12:00:00Z,HOU,LAL,37,W,1W,112.25,106.99,0.541,52.5,8.5,52.8,11.7,37,L,1L,113.76,115.22,0.58,65.0,7.8,48.6,12.3
202501050GSW,2025-01-05T13:30:00Z,GSW,SAC,36,L,1L,112.61,110.49,0.558,69.4,8.8,50.7,12.4,37,W,4W,115.53,114.23,0.58,60.7,8.1,50.7,11.9
202501060DET,2025-01-06T12:00:00Z,DET,POR,38,W,4W,112.01,113.87,0.573,61.8,7.3,51.7,14.0,37,L,1L,109.01,117.62,0.551,57.3,8.2,49.5,14.4
202501060PHI,2025-01-06T12:00:00Z,PHI,PHX,36,L,1L,110.12,113.42,0.562,57.7,10.1,47.7,13.0,36,W,1W,114.69,117.07,0.59,68.0,7.9,49.2,12.9
202501060BRK,2025-01-06T12:30:00Z,BKN,IND,38,L,2L,110.46,116.29,0.576,66.4,7.4,47.8,14.3,39,W,3W,115.31,116.41,0.592,65.8,8.0,48.5,12.5
202501060NYK,2025-01-06T12:30:00Z,NYK,ORL,39,L,3L,120.73,113.42,0.608,63.4,7.9,51.4,11.9,39,W,1W,108.85,106.79,0.553,62.9,9.8,50.6,13.8
202501060TOR,2025-01-06T12:30:00Z,TOR,MIL,38,L,2L,110.32,117.89,0.559,68.6,7.6,50.7,14.1,36,W,1W,112.47,110.9,0.586,59.8,7.8,49.1,13.0
202501060CHI,2025-01-06T13:00:00Z,CHI,SAS,37,W,2W,113.1,116.33,0.588,68.8,7.2,48.9,13.1,38,L,2L,112.38,112.24,0.57,71.3,7.4,50.2,13.0
202501060MEM,2025-01-06T13:00:00Z,MEM,DAL,37,W,1W,116.94,109.2,0.594,67.8,8.5,52.9,14.3,36,L,5L,117.11,112.5,0.592,58.6,8.2,50.4,12.7
202501060MIN,2025-01-06T13:00:00Z,MIN,LAC,37,W,1W,111.81,110.63,0.582,63.4,8.3,49.9,14.5,38,L,1L,110.75,109.43,0.575,60.8,9.9,51.2,15.0
202501060SAC,2025-01-06T15:00:00Z,SAC,MIA,38,W,5W,115.92,113.81,0.583,61.0,8.3,50.8,12.0,34,L,3L,113.51,112.54,0.578,65.7,8.9,48.6,12.4
202501070CHO,2025-01-07T12:00:00Z,CHA,PHX,37,W,1W,107.32,114.15,0.539,61.2,8.1,50.9,14.1,37,L,1L,114.69,116.68,0.591,68.3,7.9,49.2,12.9
202501070WAS,2025-01-07T12:00:00Z,WAS,HOU,36,L,3L,105.98,118.76,0.548,62.3,7.6,47.9,14.1,38,W,2W,112.82,107.58,0.541,52.2,8.3,52.9,11.5
202501070DAL,2025-01-07T12:30:00Z,DAL,LAL,37,W,1W,116.63,112.55,0.59,58.7,8.2,50.3,12.7,38,L,2L,114.16,115.7,0.582,65.1,7.7,48.4,12.3
202501070NOP,2025-01-07T13:00:00Z,NOP,MIN,39,L,1L,108.44,118.63,0.542,62.5,9.5,48.3,13.1,38,W,2W,111.81,110.61,0.581,63.3,8.3,49.9,14.4
202501070UTA,2025-01-07T14:00:00Z,UTA,ATL,37,L,1L,112.16,119.38,0.581,62.7,7.0,52.0,16.1,37,W,1W,112.32,114.65,0.573,69.8,9.9,50.5,13.8
202501070DEN,2025-01-07T15:00:00Z,DEN,BOS,37,L,1L,117.93,114.58,0.597,70.1,8.6,50.8,12.2,39,W,1W,120.9,110.35,0.594,60.7,7.7,50.5,10.6
202501070GSW,2025-01-07T15:00:00Z,GSW,MIA,37,L,2L,112.23,111.03,0.558,69.1,8.8,50.5,12.6,35,W,1W,113.25,112.44,0.576,65.5,9.0,48.6,12.4
202501080CLE,2025-01-08T12:00:00Z,CLE,OKC,38,W,11W,122.06,110.31,0.622,64.5,8.8,49.9,11.6,38,L,1L,114.68,103.35,0.57,59.5,11.8,47.9,10.6
202501080IND,2025-01-08T12:00:00Z,IND,CHI,40,W,4W,115.47,116.14,0.594,65.5,8.0,48.3,12.5,38,L,1L,113.04,116.08,0.586,68.5,7.3,48.9,13.0
202501080PHI,2025-01-08T12:00:00Z,PHI,WAS,37,W,1W,109.94,113.45,0.561,57.7,10.0,47.8,12.9,37,L,4L,106.29,119.39,0.548,62.0,7.5,47.8,14.2
202501080BRK,2025-01-08T12:30:00Z,BKN,DET,39,L,3L,110.34,116.43,0.573,66.2,7.4,48.1,14.2,39,W,5W,112.22,113.94,0.573,61.6,7.3,51.8,14.0
202501080NYK,2025-01-08T12:30:00Z,NYK,TOR,40,W,1W,120.36,113.52,0.606,62.9,7.8,51.4,11.9,39,L,3L,110.09,118.1,0.558,68.6,7.7,50.5,14.1
202501080NOP,2025-01-08T13:00:00Z,NOP,POR,40,L,2L,108.1,118.2,0.54,62.6,9.5,48.3,13.0,38,W,1W,109.23,117.68,0.553,57.6,8.1,49.4,14.4
