game_number,game_id,opponent,result,streak,offensive_rating,defensive_rating,ts_percent,assist_percent,steal_percent,rebound_percent,turnover_percent
74,202503240WAS,WAS,W,1W,110.37,115.99,0.557,68.5,7.8,50.2,13.7
75,202503260BRK,BKN,W,2W,110.31,115.74,0.556,68.5,7.9,50.3,13.6
76,202503280TOR,CHA,W,3W,110.34,115.3,0.555,68.6,7.8,50.4,13.6
77,202503300PHI,PHI,W,4W,110.32,115.06,0.555,68.6,7.8,50.4,13.4
78,202504010CHI,CHI,L,1L,110.45,114.9,0.555,68.6,7.9,50.4,13.4
79,202504030TOR,POR,L,2L,110.53,115.17,0.556,68.7,7.8,50.2,13.3
80,202504040TOR,DET,L,3L,110.44,115.13,0.555,68.7,7.9,50.1,13.4
81,202504060BRK,BKN,W,1W,110.38,115.17,0.555,68.6,7.9,50.1,13.4
82,202504090TOR,CHA,W,2W,110.39,114.99,0.555,68.5,8.0,50.1,13.4
83,202504110DAL,DAL,L,1L,110.57,114.74,0.555,68.6,8.0,50.2,13.3
84,202504130SAS,SAS,L,2L,110.44,114.83,0.554,68.5,8.1,50.1,13.3
